id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn08975_c0	>	Cytosol	BHNFPM_01394_gene	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase [c0]		-17.44		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd15560[c0] => (1)  cpd00003[c0] + (1)  cpd15561[c0]	(1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  Ubiquinone-8 [c0][c0] => (1)  NAD [c0][c0] + (1)  Ubiquinol-8 [c0][c0]	rxn08975	NADH12			AEROBIC-RESPIRATION|Biosynthesis|Cofactor-Biosynthesis|Degradation|Electron-Transfer|Energy-Metabolism|NAD-Metabolism|Noncarbon-Nutrients|PWY0-1334|PWY0-1335|Respiration
rxn05294_c0	>	Cytosol	((BHNFPM_04105_gene or BHNFPM_04455_gene) and BHNFPM_00001_gene)	DNA synthesis				(0.516637656497864)  cpd00115[c0] + (0.516637656497864)  cpd00241[c0] + (0.516637656497864)  cpd00356[c0] + (0.516637656497864)  cpd00357[c0] => (2.06655062599146)  cpd00012[c0] + (1)  cpd11461[c0]	(0.516637656497864)  dATP [c0][c0] + (0.516637656497864)  dGTP [c0][c0] + (0.516637656497864)  dCTP [c0][c0] + (0.516637656497864)  TTP [c0][c0] => (2.06655062599146)  PPi [c0][c0] + (1)  DNA [c0][c0]	rxn05294				
rxn05209_c0	=	Cytosol	((BHNFPM_00296_gene or BHNFPM_00325_gene or BHNFPM_00584_gene or BHNFPM_01746_gene or BHNFPM_03460_gene or BHNFPM_03491_gene) or (BHNFPM_01787_gene or BHNFPM_03962_gene))	TRANS-RXNBWI-115525.ce.maizeexp.NA+_NA+ [c0]		0		(1)  cpd00067[c0] + (1)  cpd00971[e0] <=> (1)  cpd00067[e0] + (1)  cpd00971[c0]	(1)  H+ [c0][c0] + (1)  Na+ [e0][e0] <=> (1)  H+ [e0][e0] + (1)  Na+ [c0][c0]	rxn05209	NAt3			
rxn02803_c0	=	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Tetradecanoyl-CoA:(acceptor) 2,3-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd01695[c0] <=> (1)  cpd00982[c0] + (1)  cpd03127[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Myristoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Tetradecenoyl-CoA [c0][c0]	rxn02803	ACOAD6f	R03990	Fatty acid degradation	
rxn05239_c0	>	Cytosol	(BHNFPM_00461_gene or BHNFPM_01571_gene or BHNFPM_03165_gene or BHNFPM_03281_gene or BHNFPM_03532_gene)	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming) [c0]				(1)  cpd00044[c0] + (1)  cpd11421[c0] => (1)  cpd00045[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd11420[c0]	(1)  3-phosphoadenylylsulfate [c0][c0] + (1)  trdrd [c0][c0] => (1)  Adenosine 3-5-bisphosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Sulfite [c0][c0] + (1)  trdox [c0][c0]	rxn05239	PAPR	R02021	Sulfur metabolism	
rxn09272_c0	>	Cytosol	BHNFPM_03159_gene	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration) [c0]		-2.44		(1)  cpd00036[c0] + (1)  cpd15560[c0] => (1)  cpd00106[c0] + (1)  cpd15561[c0]	(1)  Succinate [c0][c0] + (1)  Ubiquinone-8 [c0][c0] => (1)  Fumarate [c0][c0] + (1)  Ubiquinol-8 [c0][c0]	rxn09272	SUCD7			AEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|PWY0-1329|PWY0-1353|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn08548_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	glycerol-3-phosphate acyltransferase (C14:1) [c0]				(2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15294[c0] => (1)  cpd11493[c0] + (1)  cpd15330[c0]	(2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  Tetradecenoyl-ACP [c0][c0] => (1)  ACP [c0][c0] + (1)  1-tetradec-7-enoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08548	G3PAT141			
rxn08130_c0	=	Cytosol	BHNFPM_02714_gene	ADOMET-DMK-METHYLTRANSFER-RXN.c [c0]		-20.64		(1)  cpd00017[c0] + (1)  cpd15353[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd15499[c0]	(1)  S-Adenosyl-L-methionine [c0][c0] + (1)  2-Demethylmenaquinol 8 [c0][c0] <=> (1)  S-Adenosyl-homocysteine [c0][c0] + (1)  H+ [c0][c0] + (1)  Menaquinol 8 [c0][c0]	rxn08130	AMMQLT8			ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|MENAQUINONESYN-PWY|Menaquinone-Biosynthesis|Quinone-Biosynthesis
rxn05313_c0	>	Cytosol	BHNFPM_02938_gene	phosphate transport in/out via three Na+ symporter [c0]	2.A.58|TC-2.A.58	0		(1)  cpd00009[e0] + (3)  cpd00971[e0] => (1)  cpd00009[c0] + (3)  cpd00971[c0]	(1)  Phosphate [e0][e0] + (3)  Na+ [e0][e0] => (1)  Phosphate [c0][c0] + (3)  Na+ [c0][c0]	rxn05313	PIt7			
rxn01101_c0	=	Cytosol	BHNFPM_03751_gene	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase [c0]		6.22		(1)  cpd00003[c0] + (1)  cpd00169[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02069[c0]	(1)  NAD [c0][c0] + (1)  3-Phosphoglycerate [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  3-Phosphonooxypyruvate [c0][c0]	rxn01101	PGCD	R01513	Glycine, serine and threonine metabolism|Methane metabolism	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn05616_c0	=	Cytosol	BHNFPM_01745_gene	TRANS-RXN-141.ce [c0]	1.A.35|TC-1.A.35	0		(1)  cpd00254[c0] <=> (1)  cpd00254[e0]	(1)  Mg [c0][c0] <=> (1)  Mg [e0][e0]	rxn05616	MGt5			
rxn01790_c0	=	Cytosol	(BHNFPM_01929_gene or BHNFPM_02869_gene)	(R)-Pantoate:NADP+ 2-oxidoreductase [c0]	1.1.1.169	6.22		(1)  cpd00006[c0] + (1)  cpd00408[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00712[c0]	(1)  NADP [c0][c0] + (1)  Pantoate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Dehydropantoate [c0][c0]	rxn01790	DPR	R02472	Pantothenate and CoA biosynthesis	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn05651_c0	=	Cytosol	(BHNFPM_02151_gene or BHNFPM_02418_gene)	sulfate transport in via proton symport [c0]	2.A.53|TC-2.A.53	0		(1)  cpd00048[e0] + (1)  cpd00067[e0] <=> (1)  cpd00048[c0] + (1)  cpd00067[c0]	(1)  Sulfate [e0][e0] + (1)  H+ [e0][e0] <=> (1)  Sulfate [c0][c0] + (1)  H+ [c0][c0]	rxn05651	SO4t2			
rxn05233_c0	>	Cytosol	(BHNFPM_00461_gene or BHNFPM_01571_gene or BHNFPM_03165_gene or BHNFPM_03281_gene or BHNFPM_03532_gene)	2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase [c0]				(1)  cpd00031[c0] + (1)  cpd11421[c0] => (1)  cpd00001[c0] + (1)  cpd00295[c0] + (1)  cpd11420[c0]	(1)  GDP [c0][c0] + (1)  trdrd [c0][c0] => (1)  H2O [c0][c0] + (1)  dGDP [c0][c0] + (1)  trdox [c0][c0]	rxn05233	RNDR2	R02019	Purine metabolism	
rxn00288_c0	>	Cytosol	BHNFPM_03159_gene	Succinate:(acceptor) oxidoreductase [c0]		5.68		(1)  cpd00015[c0] + (1)  cpd00036[c0] + (1)  cpd00067[c0] => (1)  cpd00106[c0] + (1)  cpd00982[c0]	(1)  FAD [c0][c0] + (1)  Succinate [c0][c0] + (1)  H+ [c0][c0] => (1)  Fumarate [c0][c0] + (1)  FADH2 [c0][c0]	rxn00288	FRD	R00408	Butanoate metabolism|Carbon fixation pathways in prokaryotes	
rxn05179_c0	>	Cytosol	BHNFPM_02891_gene	nonpolar-amino-acid-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00322[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00322[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  L-Isoleucine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Isoleucine [c0][c0]	rxn05179	ILEabc			
rxn05344_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11466[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11485[c0] + (1)  cpd11493[c0]	(1)  Myristoyl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-oxohexadecanoyl-acp [c0][c0] + (1)  ACP [c0][c0]	rxn05344	FAS2_7_1	R04968	Fatty acid biosynthesis	
rxn05149_c0	>	Cytosol	BHNFPM_02641_gene	ABC-type manganese permease complex [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00030[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00030[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Mn2+ [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Mn2+ [c0][c0] + (1)  H+ [c0][c0]	rxn05149	MNabc			
rxn08549_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	glycerol-3-phosphate acyltransferase (C16:0) [c0]				(2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15277[c0] => (1)  cpd11493[c0] + (1)  cpd15327[c0]	(2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  Palmitoyl-ACP [c0][c0] => (1)  ACP [c0][c0] + (1)  1-hexadecanoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08549	G3PAT160			
rxn05106_c0	>	Cytosol	BHNFPM_01809_gene	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase [c0]	3.1.3.87	7.21		(1)  cpd00001[c0] + (1)  cpd11296[c0] => (1)  cpd00009[c0] + (1)  cpd11255[c0]	(1)  H2O [c0][c0] + (1)  2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  1,2-dihydroxy-3-keto-5-methylthiopentene [c0][c0]	rxn05106	HKM1PP	R07394	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG
rxn08015_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	acyl-[acyl-carrier-protein] synthetase  (n-C14:1) [c0]				(1)  cpd00002[c0] + (1)  cpd11493[c0] + (1)  cpd15298[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd15294[c0]	(1)  ATP [c0][c0] + (1)  ACP [c0][c0] + (1)  tetradecenoate [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (2)  H+ [c0][c0] + (1)  Tetradecenoyl-ACP [c0][c0]	rxn08015	AACPS2			
rxn05295_c0	>	Cytosol	BHNFPM_02961_gene	mRNA synthesis				(0.524959258476131)  cpd00002[c0] + (0.647182597281642)  cpd00038[c0] + (0.398728597086832)  cpd00052[c0] + (0.43078717775713)  cpd00062[c0] => (2.00165763060173)  cpd00012[c0] + (1)  cpd11462[c0]	(0.524959258476131)  ATP [c0][c0] + (0.647182597281642)  GTP [c0][c0] + (0.398728597086832)  CTP [c0][c0] + (0.43078717775713)  UTP [c0][c0] => (2.00165763060173)  PPi [c0][c0] + (1)  mRNA [c0][c0]	rxn05295				
rxn00946_c0	=	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Palmitoyl-CoA:oxygen 2-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00134[c0] <=> (1)  cpd00982[c0] + (1)  cpd03126[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Palmitoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Hexadecenoyl-CoA [c0][c0]	rxn00946	ACOAD7f	R01279	Fatty acid degradation	
rxn05197_c0	=	Cytosol	BHNFPM_01963_gene	Uracil permease [c0]		0		(1)  cpd00067[e0] + (1)  cpd00092[e0] <=> (1)  cpd00067[c0] + (1)  cpd00092[c0]	(1)  H+ [e0][e0] + (1)  Uracil [e0][e0] <=> (1)  H+ [c0][c0] + (1)  Uracil [c0][c0]	rxn05197	FUR4			
rxn05507_c0	=	Cytosol	BHNFPM_04352_gene	arsenite transp or ter via unip or t [c0]		0		(1)  cpd04098[c0] <=> (1)  cpd04098[e0]	(1)  Arsenite [c0][c0] <=> (1)  Arsenite [e0][e0]	rxn05507	ARSt1			
rxn03251_c0	=	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd03124[c0] <=> (1)  cpd00982[c0] + (1)  cpd03125[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Hexanoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Hexenoyl-CoA [c0][c0]	rxn03251	ACOAD2f	R04751	Fatty acid degradation	
rxn03644_c0	=	Cytosol	BHNFPM_01217_gene	D-arabino-hex-3-ulose-6-phosphate isomerase [c0]		-1.75		(1)  cpd03583[c0] <=> (1)  cpd00072[c0]	(1)  D-arabino-6-Phospho-hex-3-ulose [c0][c0] <=> (1)  D-fructose-6-phosphate [c0][c0]	rxn03644		R05339	Pentose and glucuronate interconversions|Methane metabolism	
rxn06729_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase [c0]	2.3.1.129	-3.61		(1)  cpd00037[c0] + (1)  cpd00067[c0] + (1)  cpd11484[c0] => (1)  cpd02886[c0] + (1)  cpd11493[c0]	(1)  UDP-N-acetylglucosamine [c0][c0] + (1)  H+ [c0][c0] + (1)  HMA [c0][c0] => (1)  UDP-3-O-(beta-hydroxymyristoyl) -N-acetylglucosamine [c0][c0] + (1)  ACP [c0][c0]	rxn06729	UAGAAT	R04567	Lipopolysaccharide biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn05168_c0	>	Cytosol	BHNFPM_02891_gene	nonpolar-amino-acid-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00156[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00156[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  L-Valine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Valine [c0][c0]	rxn05168	VALabc			
rxn02167_c0	>	Cytosol	(BHNFPM_00524_gene or BHNFPM_00525_gene or BHNFPM_01622_gene or BHNFPM_01656_gene or BHNFPM_01923_gene or BHNFPM_02896_gene or BHNFPM_03168_gene or BHNFPM_03207_gene)	(S)-3-Hydroxybutanoyl-CoA hydro-lyase [c0]		2.16		(1)  cpd00842[c0] => (1)  cpd00001[c0] + (1)  cpd00650[c0]	(1)  (S) -3-Hydroxybutyryl-CoA [c0][c0] => (1)  H2O [c0][c0] + (1)  Crotonyl-CoA [c0][c0]	rxn02167	ECOAH1	R03026	Fatty acid degradation|Lysine degradation|Benzoate degradation|Tryptophan metabolism|Aminobenzoate degradation|Butanoate metabolism|Carbon fixation pathways in prokaryotes	AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CENTFERM-PWY|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|GALLATE-DEG|GLUDEG-II-PWY|GLUTAMATE-DEG|P3-PWY|Pyruvate-Degradation|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1
rxn08021_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	acyl-[acyl-carrier-protein] synthetase  (n-C10:0) [c0]		-21.55		(1)  cpd00002[c0] + (1)  cpd01107[c0] + (1)  cpd11493[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd11474[c0]	(1)  ATP [c0][c0] + (1)  Decanoate [c0][c0] + (1)  ACP [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (1)  H+ [c0][c0] + (1)  Decanoyl-ACP [c0][c0]	rxn08021	AACPS8			
rxn05105_c0	=	Cytosol	BHNFPM_01808_gene	2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase [c0]	5.3.2.5	9.77		(1)  cpd11295[c0] <=> (1)  cpd11296[c0]	(1)  2,3-diketo5-methylthio-1-phosphopentane [c0][c0] <=> (1)  2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate [c0][c0]	rxn05105	DM1PE	R07393	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG
rxn01286_c0	>	Cytosol	(BHNFPM_00609_gene or BHNFPM_01082_gene or BHNFPM_01180_gene or BHNFPM_01393_gene or BHNFPM_03424_gene)	D-Glyceraldehyde:NAD+ oxidoreductase [c0]		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00448[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd00223[c0]	(1)  H2O [c0][c0] + (1)  NAD [c0][c0] + (1)  D-Glyceraldehyde [c0][c0] => (1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  Glycerate [c0][c0]	rxn01286	ALDD8x	R01752	Glycerolipid metabolism	Carbohydrates-Degradation|Degradation|NPGLUCAT-PWY|Sugars-And-Polysaccharides
rxn05343_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11470[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11487[c0] + (1)  cpd11493[c0]	(1)  Octanoyl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-oxodecanoyl-acp [c0][c0] + (1)  ACP [c0][c0]	rxn05343	3OAS100	R04960	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn47768_c0	=	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	3-oxo-glutaryl-[acp] methyl ester synthase [c0]				(1)  cpd11492[c0] + (1)  cpd36635[c0] <=> (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd22027[c0]	(1)  Malonyl-acyl-carrierprotein- [c0][c0] + (1)  Malonyl-acp-methyl-ester [c0][c0] <=> (1)  CO2 [c0][c0] + (1)  ACP [c0][c0] + (1)  3-Ketoglutaryl-ACP-methyl-ester [c0][c0]	rxn47768				
rxn27362_c0	=	Cytosol	BHNFPM_00313_gene	TRANS-RXN-213.ce [c0]		0		(1)  cpd00047[c0] + (1)  cpd00180[e0] <=> (1)  cpd00047[e0] + (1)  cpd00180[c0]	(1)  Formate [c0][c0] + (1)  Oxalate [e0][e0] <=> (1)  Formate [e0][e0] + (1)  Oxalate [c0][c0]	rxn27362				CARBOXYLATES-DEG|Degradation|Oxalate-Degradation
rxn21860_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	RXN-11479.c [c0]				(1)  cpd11492[c0] + (1)  cpd27180[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd22028[c0]	(1)  Malonyl-acyl-carrierprotein- [c0][c0] + (1)  Glutaryl-ACP-methyl-esters [c0][c0] => (1)  CO2 [c0][c0] + (1)  ACP [c0][c0] + (1)  3-Ketopimeloyl-ACP-methyl-esters [c0][c0]	rxn21860				7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn05469_c0	=	Cytosol	Unknown	pyruvate reversible transport via proton symport [c0]		0		(1)  cpd00020[e0] + (1)  cpd00067[e0] <=> (1)  cpd00020[c0] + (1)  cpd00067[c0]	(1)  Pyruvate [e0][e0] + (1)  H+ [e0][e0] <=> (1)  Pyruvate [c0][c0] + (1)  H+ [c0][c0]	rxn05469	JEN1_2			
rxn05064_c0	>	Cytosol	Unknown	carbamate hydro-lyase [c0]		3.53		(2)  cpd00067[c0] + (1)  cpd01101[c0] => (1)  cpd00011[c0] + (1)  cpd00013[c0]	(2)  H+ [c0][c0] + (1)  Carbamate [c0][c0] => (1)  CO2 [c0][c0] + (1)  NH3 [c0][c0]	rxn05064		R07316		CYANCAT-PWY|Degradation|Detoxification|NITROGEN-DEG|NUCLEO-DEG|Noncarbon-Nutrients|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn02374_c0	>	Cytosol	Unknown	R03314 [c0]		-14.06		(1)  cpd00858[c0] => (1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  L-Glutamate5-semialdehyde [c0][c0] => (1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  1-Pyrroline-5-carboxylate [c0][c0]	rxn02374	G5SADr	R03314	Arginine and proline metabolism	ARG-PRO-PWY|ARGASEDEG-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Antibiotic-Biosynthesis|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|Interconversion|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PROSYN-PWY|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05319_c0	=	Cytosol	Unknown	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH [c0]		0		(1)  cpd00001[e0] <=> (1)  cpd00001[c0]	(1)  H2O [e0][e0] <=> (1)  H2O [c0][c0]	rxn05319	H2Ot			
rxn05730_c0	=	Cytosol	Unknown	Tetrathionate transport in via proton symport [c0]		0		(1)  cpd00067[e0] + (1)  cpd01414[e0] <=> (1)  cpd00067[c0] + (1)  cpd01414[c0]	(1)  H+ [e0][e0] + (1)  Tetrathionate [e0][e0] <=> (1)  H+ [c0][c0] + (1)  Tetrathionate [c0][c0]	rxn05730				
rxn04457_c0	>	Cytosol	Unknown	R06605 [c0]		-9.78		(1)  cpd09027[c0] => (1)  cpd00011[c0] + (1)  cpd01567[c0]	(1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c0][c0] => (1)  CO2 [c0][c0] + (1)  (R) -Allantoin [c0][c0]	rxn04457		R06605	Purine metabolism	
rxn05129_c0	>	Cytosol	Unknown	R07420 [c0]		-6.03		(1)  cpd01550[c0] => (1)  cpd00009[c0] + (1)  cpd00585[c0]	(1)  Phosphocreatine [c0][c0] => (1)  Phosphate [c0][c0] + (1)  Creatinine [c0][c0]	rxn05129		R07420	Arginine and proline metabolism	
rxn02916_c0	>	Cytosol	Unknown	R04175 [c0]		-14.94		(1)  cpd02074[c0] => (1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00922[c0]	(1)  2-Oxo-6-aminocaproate [c0][c0] => (1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  delta1-Piperideine-2-carboxylate [c0][c0]	rxn02916	AOXHEXCYCL	R04175	Tropane, piperidine and pyridine alkaloid biosynthesis	Amino-Acid-Degradation|Degradation|LYSINE-DEG
rxn05488_c0	=	Cytosol	Unknown	acetate reversible transport via proton symport [c0]	2.A.1.13|TC-2.A.1.13	0		(1)  cpd00029[e0] + (1)  cpd00067[e0] <=> (1)  cpd00029[c0] + (1)  cpd00067[c0]	(1)  Acetate [e0][e0] + (1)  H+ [e0][e0] <=> (1)  Acetate [c0][c0] + (1)  H+ [c0][c0]	rxn05488	ACt2r			
rxn03012_c0	>	Cytosol	Unknown	R04336 [c0]		-16.74		(1)  cpd02414[c0] => (1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd02465[c0]	(1)  L-2-Amino-6-oxopimelate [c0][c0] => (1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  tetrahydrodipicolinate [c0][c0]	rxn03012		R04336	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN
rxn04132_c0	>	Cytosol	Unknown	R06063 [c0]		-34.57		(1)  cpd00001[c0] + (1)  cpd08625[c0] => (1)  cpd00011[c0] + (1)  cpd00067[c0] + (1)  cpd01567[c0]	(1)  H2O [c0][c0] + (1)  5-Hydroxyisourate [c0][c0] => (1)  CO2 [c0][c0] + (1)  H+ [c0][c0] + (1)  (R) -Allantoin [c0][c0]	rxn04132		R06063		
rxn05559_c0	=	Cytosol	Unknown	formate transport in via proton symport [c0]		0		(1)  cpd00047[e0] + (1)  cpd00067[e0] <=> (1)  cpd00047[c0] + (1)  cpd00067[c0]	(1)  Formate [e0][e0] + (1)  H+ [e0][e0] <=> (1)  Formate [c0][c0] + (1)  H+ [c0][c0]	rxn05559	FORt2			
