id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00551_c0	>	Cytosol	Unknown	diphosphate:D-fructose-6-phosphate 1-phosphotransferase		-3.07		(1)  cpd00012[c0] + (1)  cpd00072[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00290[c0]	(1)  PPi [c0][c0] + (1)  D-fructose-6-phosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  D-fructose-1,6-bisphosphate [c0][c0]	rxn00551		R00764	Methane metabolism	
rxn01859_c0	>	Cytosol	BHNFPM_02781_gene	Deoxyadenosine:orthophosphate ribosyltransferase		-7.95		(1)  cpd00009[c0] + (1)  cpd00438[c0] => (1)  cpd00128[c0] + (1)  cpd00509[c0]	(1)  Phosphate [c0][c0] + (1)  Deoxyadenosine [c0][c0] => (1)  Adenine [c0][c0] + (1)  deoxyribose-1-phosphate [c0][c0]	rxn01859	PNP1_4	R02557	Purine metabolism	
rxn10578_c0	>	Cytosol	Unknown	Na+/K+-exchanging ATPase		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00205[e0] + (1)  cpd00971[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00205[c0] + (1)  cpd00971[e0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  K+ [e0][e0] + (1)  Na+ [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  K+ [c0][c0] + (1)  Na+ [e0][e0]	rxn10578	NaKt			
rxn05538_c0	>	Cytosol	Unknown	Dipeptide transport via ABC system (gly-pro-L)		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11588[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11588[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  gly-pro-L [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  gly-pro-L [c0][c0]	rxn05538	DIPEPabc14			
rxn02897_c0	>	Cytosol	Unknown	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase	2.4.2.21	-2.94		(1)  cpd00873[c0] + (1)  cpd01997[c0] => (1)  cpd00067[c0] + (1)  cpd00218[c0] + (1)  cpd02904[c0]	(1)  Nicotinate ribonucleotide [c0][c0] + (1)  Dimethylbenzimidazole [c0][c0] => (1)  H+ [c0][c0] + (1)  Niacin [c0][c0] + (1)  alpha-Ribazole 5'-phosphate [c0][c0]	rxn02897	NNDMBRT	R04148	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
rxn01446_c0	<	Cytosol	BHNFPM_02781_gene	Deoxyguanosine:orthophosphate ribosyltransferase		-7.95		(1)  cpd00009[c0] + (1)  cpd00277[c0] <= (1)  cpd00207[c0] + (1)  cpd00509[c0]	(1)  Phosphate [c0][c0] + (1)  Deoxyguanosine [c0][c0] <= (1)  Guanine [c0][c0] + (1)  deoxyribose-1-phosphate [c0][c0]	rxn01446	PNP1_5	R01969	Purine metabolism	
rxn10309_c0	>	Cytosol	Unknown	stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted		-40.8		(24)  cpd00037[c0] + (1)  cpd15748[c0] => (24)  cpd00014[c0] + (1)  cpd15766[c0]	(24)  UDP-N-acetylglucosamine [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, unsubstituted [c0][c0] => (24)  UDP [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, N-acetyl-D-glucosamine [c0][c0]	rxn10309				
rxn02056_c0	<	Cytosol	Unknown	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase				(2)  cpd00067[c0] + (1)  cpd00557[c0] <= (1)  cpd03426[c0] + (1)  cpd10515[c0]	(2)  H+ [c0][c0] + (1)  Siroheme [c0][c0] <= (1)  Sirohydrochlorin [c0][c0] + (1)  Fe2+ [c0][c0]	rxn02056	SHCHF	R02864	Porphyrin and chlorophyll metabolism	Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis
rxn00541_c0	<	Cytosol	Unknown	L-threonine acetaldehyde-lyase (glycine-forming)		3.21		(1)  cpd00161[c0] <= (1)  cpd00033[c0] + (1)  cpd00071[c0]	(1)  L-Threonine [c0][c0] <= (1)  Glycine [c0][c0] + (1)  Acetaldehyde [c0][c0]	rxn00541	GLY1	R00751	Glycine, serine and threonine metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|GLYSYN-THR-PWY|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG
rxn01368_c0	>	Cytosol	Unknown	Cytidine aminohydrolase		-5.14		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00367[c0] => (1)  cpd00013[c0] + (1)  cpd00249[c0]	(1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  Cytidine [c0][c0] => (1)  NH3 [c0][c0] + (1)  Uridine [c0][c0]	rxn01368	CDD1_1	R01878	Pyrimidine metabolism	Biosynthesis|Degradation|Metabolic-Clusters|NUCLEO-DEG|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PWY0-1295|PWY0-163|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-Degradation|Pyrimidine-Nucleotide-Salvage|Pyrimidine-Ribonucleosides-Degradation
rxn00851_c0	>	Cytosol	BHNFPM_00326_gene	D-alanine:D-alanine ligase (ADP-forming)		-6.35		(1)  cpd00002[c0] + (2)  cpd00117[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00731[c0]	(1)  ATP [c0][c0] + (2)  D-Alanine [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Ala-Ala [c0][c0]	rxn00851	ALAALA	R01150	D-Alanine metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn00438_c0	>	Cytosol	Unknown	ATP:thiamin-phosphate phosphotransferase	2.7.4.16	9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00793[c0] => (1)  cpd00008[c0] + (1)  cpd00056[c0]	(1)  ATP [c0][c0] + (1)  H+ [c0][c0] + (1)  Thiamine phosphate [c0][c0] => (1)  ADP [c0][c0] + (1)  TPP [c0][c0]	rxn00438	TMPK	R00617	Thiamine metabolism	Biosynthesis|Cofactor-Biosynthesis|THISYN-PWY|Thiamin-Salvage|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn01275_c0	>	Cytosol	BHNFPM_00578_gene	ATP:D-Gluconate 6-phosphotransferase	2.7.1.12	-14.03		(1)  cpd00002[c0] + (1)  cpd00222[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00284[c0]	(1)  ATP [c0][c0] + (1)  GLCN [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  6-Phospho-D-gluconate [c0][c0]	rxn01275	GNK	R01737	Pentose phosphate pathway	Biosynthesis|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Degradation|GLUCONSUPER-PWY|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sorbitol-Biosynthesis|Sugar-Alcohols-Biosynthesis|Sugar-Derivatives
rxn02928_c0	<	Cytosol	Unknown	2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase		1.01		(1)  cpd00003[c0] + (1)  cpd02465[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02120[c0]	(1)  NAD [c0][c0] + (1)  tetrahydrodipicolinate [c0][c0] <= (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  Dihydrodipicolinate [c0][c0]	rxn02928		R04198	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn05301_c0	>	Cytosol	Unknown	TRANS-RXNBWI-115637.ce.maizeexp.TYR_TYR		0		(1)  cpd00067[e0] + (1)  cpd00069[e0] => (1)  cpd00067[c0] + (1)  cpd00069[c0]	(1)  H+ [e0][e0] + (1)  L-Tyrosine [e0][e0] => (1)  H+ [c0][c0] + (1)  L-Tyrosine [c0][c0]	rxn05301	AGP1_10			
rxn05223_c0	>	Cytosol	Unknown	Biotin ABC transporter		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00104[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00104[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  BIOT [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  BIOT [c0][c0]	rxn05223				
rxn05144_c0	>	Cytosol	Unknown	Pyridoxal 5-phosphate synthase		-43.3		(1)  cpd00053[c0] + (1)  cpd00102[c0] + (1)  cpd00171[c0] => (3)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd00016[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0]	(1)  L-Glutamine [c0][c0] + (1)  Glyceraldehyde3-phosphate [c0][c0] + (1)  D-Ribulose5-phosphate [c0][c0] => (3)  H2O [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Pyridoxal phosphate [c0][c0] + (1)  L-Glutamate [c0][c0] + (1)  H+ [c0][c0]	rxn05144				
rxn00709_c0	>	Cytosol	BHNFPM_03035_gene	ATP:uridine 5'-phosphotransferase		-14.03		(1)  cpd00002[c0] + (1)  cpd00249[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00091[c0]	(1)  ATP [c0][c0] + (1)  Uridine [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  UMP [c0][c0]	rxn00709	URIK1	R00964	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
rxn05468_c0	>	Cytosol	Unknown	TRANS-RXNAVI-26568.ce		0		(1)  cpd00007[e0] => (1)  cpd00007[c0]	(1)  O2 [e0][e0] => (1)  O2 [c0][c0]	rxn05468	O2t			
rxn09345_c0	>	Cytosol	Unknown	Undecaprenyl diphosphate synthase		-104		(8)  cpd00113[c0] + (1)  cpd00350[c0] => (8)  cpd00012[c0] + (8)  cpd00067[c0] + (1)  cpd02229[c0]	(8)  Isopentenyldiphosphate [c0][c0] + (1)  Farnesyldiphosphate [c0][c0] => (8)  PPi [c0][c0] + (8)  H+ [c0][c0] + (1)  Bactoprenyl diphosphate [c0][c0]	rxn09345				
rxn01466_c0	>	Cytosol	Unknown	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase		-22.53		(1)  cpd00113[c0] + (1)  cpd00283[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00350[c0]	(1)  Isopentenyldiphosphate [c0][c0] + (1)  Geranyldiphosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Farnesyldiphosphate [c0][c0]	rxn01466	GRTT	R02003	Terpenoid backbone biosynthesis	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|Energy-Metabolism|GGPP-Biosynthesis|Lipid-Biosynthesis|MONOTERPENOID-SYN|POLYISOPRENSYN-PWY|PWY2OL-4|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn05486_c0	>	Cytosol	Unknown	N-acetyl-D-mannosamine proton symport		0		(1)  cpd00067[e0] + (1)  cpd00492[e0] => (1)  cpd00067[c0] + (1)  cpd00492[c0]	(1)  H+ [e0][e0] + (1)  N-Acetyl-D-mannosamine [e0][e0] => (1)  H+ [c0][c0] + (1)  N-Acetyl-D-mannosamine [c0][c0]	rxn05486				
rxn08775_c0	<	Cytosol	Unknown	RXN0-6981.c		-0.46		(1)  cpd00001[c0] + (1)  cpd15388[c0] <= (1)  cpd00023[c0] + (1)  cpd00035[c0]	(1)  H2O [c0][c0] + (1)  L-alanine-L-glutamate [c0][c0] <= (1)  L-Glutamate [c0][c0] + (1)  L-Alanine [c0][c0]	rxn08775	AMPEPAE			
rxn03904_c0	>	Cytosol	BHNFPM_01939_gene	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase		0		(1)  cpd00286[c0] + (1)  cpd02968[c0] => (1)  cpd00091[c0] + (1)  cpd03494[c0]	(1)  Undecaprenylphosphate [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine [c0][c0] => (1)  UMP [c0][c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine [c0][c0]	rxn03904	PAPPT3	R05630	Peptidoglycan biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn10199_c0	>	Cytosol	Unknown	Peptidoglycan subunit synthesis		-1.7		(1)  cpd03495[c0] + (1)  cpd15666[c0] => (1)  cpd02229[c0] + (1)  cpd15665[c0]	(1)  Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala [c0][c0] + (1)  Peptidoglycan polymer (n-1 subunits)  [c0][c0] => (1)  Bactoprenyl diphosphate [c0][c0] + (1)  Peptidoglycan polymer (n subunits)  [c0][c0]	rxn10199				
rxn00409_c0	>	Cytosol	BHNFPM_02712_gene	ATP:CDP phosphotransferase		0		(1)  cpd00002[c0] + (1)  cpd00096[c0] => (1)  cpd00008[c0] + (1)  cpd00052[c0]	(1)  ATP [c0][c0] + (1)  CDP [c0][c0] => (1)  ADP [c0][c0] + (1)  CTP [c0][c0]	rxn00409	NDPK3	R00570	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PWY0-163|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimidine-Nucleotide-Salvage
rxn02831_c0	>	Cytosol	BHNFPM_03355_gene	O-Succinylbenzoate:CoA ligase (AMP-forming)		-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd01772[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd02021[c0]	(1)  ATP [c0][c0] + (1)  CoA [c0][c0] + (1)  Succinylbenzoate [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (1)  H+ [c0][c0] + (1)  Succinylbenzoyl-CoA [c0][c0]	rxn02831	SUCBZL	R04030	Ubiquinone and other terpenoid-quinone biosynthesis	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|Quinone-Biosynthesis
rxn10192_c0	>	Cytosol	Unknown	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase		-202.5		(45)  cpd00402[c0] + (1)  cpd02967[c0] => (45)  cpd00046[c0] + (45)  cpd00067[c0] + (1)  cpd15661[c0]	(45)  CDPglycerol [c0][c0] + (1)  N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol [c0][c0] => (45)  CMP [c0][c0] + (45)  H+ [c0][c0] + (1)  Prenol-45n teichoic acid [c0][c0]	rxn10192				
rxn01258_c0	>	Cytosol	Unknown	chorismate hydroxymutase	5.4.99.6	0		(1)  cpd00216[c0] => (1)  cpd00658[c0]	(1)  Chorismate [c0][c0] => (1)  Isochorismate [c0][c0]	rxn01258	ICH or Si	R01717	Ubiquinone and other terpenoid-quinone biosynthesis|Biosynthesis of siderophore group nonribosomal peptides	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|BENZENOID-SYN|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|ENTBACSYN-PWY|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Salicylate-Biosynthesis|Siderophores-Biosynthesis
rxn05255_c0	>	Cytosol	Unknown	folate transport via proton simport		0		(1)  cpd00067[e0] + (1)  cpd00393[e0] => (1)  cpd00067[c0] + (1)  cpd00393[c0]	(1)  H+ [e0][e0] + (1)  Folate [e0][e0] => (1)  H+ [c0][c0] + (1)  Folate [c0][c0]	rxn05255	FOLt			
rxn03901_c0	>	Cytosol	BHNFPM_02204_gene	undecaprenyl-diphosphate phosphohydrolase		-16.35		(1)  cpd00001[c0] + (1)  cpd02229[c0] => (1)  cpd00009[c0] + (2)  cpd00067[c0] + (1)  cpd00286[c0]	(1)  H2O [c0][c0] + (1)  Bactoprenyl diphosphate [c0][c0] => (1)  Phosphate [c0][c0] + (2)  H+ [c0][c0] + (1)  Undecaprenylphosphate [c0][c0]	rxn03901	UDCPDP	R05627	Peptidoglycan biosynthesis	
rxn02832_c0	<	Cytosol	Unknown	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)		25.06		(1)  cpd00001[c0] + (1)  cpd01772[c0] <= (1)  cpd03451[c0]	(1)  H2O [c0][c0] + (1)  Succinylbenzoate [c0][c0] <= (1)  SHCHC [c0][c0]	rxn02832		R04031	Ubiquinone and other terpenoid-quinone biosynthesis	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn03164_c0	>	Cytosol	Unknown	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)	6.3.2.15	-6.35		(1)  cpd00002[c0] + (1)  cpd00731[c0] + (1)  cpd02964[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02968[c0]	(1)  ATP [c0][c0] + (1)  Ala-Ala [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine [c0][c0]	rxn03164	UGMDDS	R04617	Lysine biosynthesis|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn10300_c0	>	Cytosol	Unknown	stearoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted		-40.8		(24)  cpd00026[c0] + (1)  cpd15748[c0] => (24)  cpd00014[c0] + (1)  cpd15757[c0]	(24)  UDP-glucose [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, unsubstituted [c0][c0] => (24)  UDP [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, glucose substituted [c0][c0]	rxn10300				
rxn08100_c0	<	Cytosol	Unknown	RXN0-5228.c	5.1.1.-	0		(1)  cpd15385[c0] <= (1)  cpd15388[c0]	(1)  L-alanine-D-glutamate [c0][c0] <= (1)  L-alanine-L-glutamate [c0][c0]	rxn08100	ALAGLUE			
rxn00117_c0	>	Cytosol	BHNFPM_02712_gene	ATP:UDP phosphotransferase		0		(1)  cpd00002[c0] + (1)  cpd00014[c0] => (1)  cpd00008[c0] + (1)  cpd00062[c0]	(1)  ATP [c0][c0] + (1)  UDP [c0][c0] => (1)  ADP [c0][c0] + (1)  UTP [c0][c0]	rxn00117	NDPK2	R00156	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn03395_c0	>	Cytosol	Unknown	S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase		-4.36		(1)  cpd00017[c0] + (1)  cpd03445[c0] => (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd03446[c0]	(1)  S-Adenosyl-L-methionine [c0][c0] + (1)  2-Octaprenyl-6-hydroxyphenol [c0][c0] => (1)  S-Adenosyl-homocysteine [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Octaprenyl-6-methoxyphenol [c0][c0]	rxn03395	OHPHM	R04988	Ubiquinone and other terpenoid-quinone biosynthesis	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn10318_c0	>	Cytosol	Unknown	stearoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		-176.16		(24)  cpd00002[c0] + (24)  cpd00117[c0] + (1)  cpd15748[c0] => (24)  cpd00012[c0] + (24)  cpd00018[c0] + (48)  cpd00067[c0] + (1)  cpd15775[c0]	(24)  ATP [c0][c0] + (24)  D-Alanine [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, unsubstituted [c0][c0] => (24)  PPi [c0][c0] + (24)  AMP [c0][c0] + (48)  H+ [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, D-alanine substituted [c0][c0]	rxn10318				
rxn10196_c0	>	Cytosol	Unknown	Teichoic acid (D-alanine substituted) export		-4.5		(1)  cpd15663[c0] + (1)  cpd15666[c0] => (1)  cpd00067[c0] + (1)  cpd00286[c0] + (1)  cpd15668[c0]	(1)  Prenol-45n teichoic acid-alanine substituted [c0][c0] + (1)  Peptidoglycan polymer (n-1 subunits)  [c0][c0] => (1)  H+ [c0][c0] + (1)  Undecaprenylphosphate [c0][c0] + (1)  glycerol teichoic acid (n=45) , linked, D-ala substituted [c0][c0]	rxn10196				
rxn08233_c0	>	Cytosol	Unknown	Chloride/proton antiport		0		(1)  cpd00067[c0] + (2)  cpd00099[e0] => (1)  cpd00067[e0] + (2)  cpd00099[c0]	(1)  H+ [c0][c0] + (2)  Cl- [e0][e0] => (1)  H+ [e0][e0] + (2)  Cl- [c0][c0]	rxn08233	CLt3_2pp			
