reaction_id,reaction_name,subsystem,distance_from_PHB
G3PAT181,Glycerol-3-phosphate acyltransferase (C18:1),,5
G3PCT,Glycerol-3-phosphate cytidylyltransferase,,5
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD,,5
G3PEabcpp,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),,5
G3PT,Glycerol-3-phosphatase,,5
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),,5
G5SD,Glutamate-5-semialdehyde dehydrogenase,,5
G6PDH2r,Glucose 6-phosphate dehydrogenase,,5
G6PI,Glucose 6 phosphate isomerase,,5
G6PP,Glucose-6-phosphate phosphatase,,5
GALKr,Galactokinase,,5
GALM,Aldose 1 epimerase,,5
GALM1,Aldose 1-epimerase (glucose),,5
GALM2,Aldose 1-epimerase (galactose),,5
GALS3,A-galactosidase (melibiose),,5
GALT,Galactose 1 phosphate uridylyltransferase,,5
GALURDH,Galacturonate dehydrogenase,,5
GALURtex,D-galacturonate transport via diffusion (extracellular to periplasm),,5
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),,5
GALabc,D-galactose transport via ABC system,,5
GALabcpp,D-galactose transport via ABC system (periplasm),,5
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,,5
GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),,5
GARFT,Phosphoribosylglycinamide formyltransferase,,5
GCALDD,Glycolaldehyde dehydrogenase,,5
GCCb,Glycine cleavage complex,,5
GCCb_1,Glycine cleavage complex,,5
GCCc,Glycine-cleavage complex,,5
GCCc_1,Glycine-cleavage complex,,5
GDPTPDP,Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase,,5
GK1,Guanylate kinase (GMP:ATP),,5
GK2,Guanylate kinase  GMPdATP,,5
GLCAt2,,,5
GLCNt2r,"D-gluconate transport via proton symport, reversible",,5
GLCURDH,Glucoronate dehydrogenase,,5
GLCURtex,D-glucuronat transport via diffusion (extracellular to periplasm),,5
GLCabc,D-glucose transport via ABC system,,5
GLCabcpp,D-glucose transport via ABC system (periplasm),,5
GLNabc,L-glutamine transport via ABC system,,5
GLTPD,Galactitol-1-phosphate dehydrogenase,,5
GLUKA_1,Glucokinase/hexokinase (glc-A),,5
GLUTRR,Glutamyl-tRNA reductase,,5
GLUtex,L-glutamate transport via diffusion (extracellular to periplasm),,5
GLYALDDr,D-Glyceraldehyde dehydrogenase,,5
GLYBabc,Glycine betaine transport via ABC system,,5
GLYBt2r,"Glycine betaine transport via proton symport, reversible",,5
GLYBtex,Glycine betaine transport via diffusion (extracellular to periplasm),,5
GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),,5
GLYCK,Glycerate kinase,,5
GLYCYSabc,Gly-Cys ABC transporters,,5
GLYGLNabcpp,L Glycinylglutamine  Gly Gln  transport via ABC system  periplasm,,5
GLYGLNtr,Dipeptide transport via ABC system gly-gln,,5
GLYGLUabcpp,L Glycinylglutamate  Gly Glu  transport via ABC system  periplasm,,5
GLYGLYGLNtr,Tripeptide transport,,5
GLYGLYabcpp,L Glycinilglycine  Gly Gly  transport via ABC system  periplasm,,5
GLYK,Glycerol kinase,,5
GLYLEUtr,Gly-Leu ABC transporters,,5
GLYMETabcpp,L Glycinylmethionine  Gly Met  transport via ABC system  periplasm,,5
GLYMETtr,Dipeptide transport via ABC system gly-met,,5
GLYOX,Hydroxyacylglutathione hydrolase,,5
GLYOX_1,Glyoxalase I; Ni-dependent,,5
GLYPHEabcpp,L Glycinilphenylalanin  Gly Phe  transport via ABC system  periplasm,,5
GLYPHEtr,Gly-Phe ABC transporters,,5
GLYSERabcpp,L Glycinylserine  Gly Ser  transport via ABC system  periplasm,,5
GLYTYRabc,Gly-Try ABC transporters,,5
GLYtex,Glycine transport via diffusion (extracellular to periplasm),,5
GMPR,GMP reductase,,5
GND,Phosphogluconate dehydrogenase,,5
GNK_1,Gluconokinase,,5
GNNUC,Ribosylpyrimidine nucleosidase,,5
GNP,Phosphogluconate phosphatase,,5
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),,5
GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),,5
GTHOr,Glutathione oxidoreductase,,5
GTHPi,Glutathione peridoxase,,5
GTHRDHpp,Glutathione hydralase (periplasmic),,5
GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),,5
GTHRDabcpp,Reduced glutathione via ABC system (periplasm),,5
GTHRDt2_1,Glutathione transport,,5
GTPCI,GTP cyclohydrolase I,,5
GTPCII,GTP cyclohydrolase II,,5
GTPDPK,GTP diphosphokinase,,5
GTPDPK_1,ATP:GTP 3'-diphosphotransferase,,5
GTPHs,GTP amine hydrolysis (spontaneous),,5
GUACYC,Guanylate cyclase,,5
GUAPRT,Guanine phosphoribosyltransferase,,5
GUAt2r,Guanine reversible transport via proton symport,,5
GUAtex,Guanine transport via diffusion (extracellular to periplasm),,5
GUI2,Glucuronate isomerase (D-galacturonate),,5
H2Otex,H2O transport via diffusion (extracellular to periplasm),,5
H2Otpp,H2O transport via diffusion (periplasm),,5
H2tex,Hydrogen transport via diffusion (extracellular to periplasm),,5
HACOADr,3 hydroxyacyl CoA dehydrogenase,,5
HETZK,Hydroxyethylthiazole kinase,,5
HEX1,Hexokinase (D-glucose:ATP),,5
HEX4,Hexokinase (D-mannose:ATP),,5
HEX7,Hexokinase (D-fructose:ATP),,5
HEXSabc,Hexanesulfonate transport via ABC system,,5
HG2abcpp,Mercury (Hg+2) ABC transporter (periplasm),,5
HG2tex,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),,5
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,,5
HGt,Mercury transport,,5
HIBD,3 hydroxyisobutyrate dehydrogenase,,5
HISDr,Histidase r,,5
HISGLYabcpp,L Histidinylglycine  His Gly  transport via ABC system  periplasm,,5
HISTD,Histidinol dehydrogenase,,5
HISTP,Histidinol-phosphatase,,5
HISTP_1,Histidinol-phosphatase,,5
HISabc,L-histidine transport via ABC system,,5
HISt2r,L histidine reversible transport via proton symport,,5
HOXPRx,2 hydroxy 3 oxopropionate reductase  NAD,,5
HXANt2r,Hypoxanthine reversible transport via proton symport,,5
HXAtex,Hexanoate transport via diffusion (extracellular to periplasm),,5
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),,5
HYPOE,Hypothetical enyme,,5
HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),,5
ICHORS,Isochorismate synthase,,5
ICITtex,Citrate transport via diffusion extracellular to periplasm,,5
IGPDH_1,Imidazoleglycerol phosphate dehydratase,,5
IGPS,Indole-3-glycerol-phosphate synthase,,5
ILEDHr,Isoleucine dehydrogenase,,5
ILEabc,L-isoleucine transport via ABC system,,5
ILEabcpp,L-isoleucine transport via ABC system (periplasm),,5
ILEt2r,L isoleucine reversible transport via proton symport,,5
IMPD,IMP dehydrogenase,,5
IND3ACtex,Indole 3 acetate transport  exterior,,5
INOSR,Ketoinositol reductase,,5
INS2D,Inositol 2-dehydrogenase,,5
INSH,Inosine hydrolase,,5
IPPMIa,3-isopropylmalate dehydratase,,5
ISETACabcpp,Isethionate transport via ABC system (periplasm),,5
ITCY,ITP:cytidine 5'-phosphotransferase,,5
IZPN,Imidazolonepropionase,,5
IZPN_1,Imidazolonepropionase,,5
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",,5
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),,5
Kabc,Potassium ABC transporter,,5
Kabcpp,Potassium ABC transporter (periplasm),,5
Kt1,Potassium transport via uniport (facilitated diffusion),,5
Kt2r,Potassium reversible transport  via proton symport,,5
Kt3r,Potassium transport out via proton antiport,,5
Ktex,Potassium transport via diffusion (extracellular to periplasm),,5
LCADi,Lactaldehyde dehydrogenase,,5
LDGUNPD,Linear diguanylate phosphodiesterase,,5
LEULEULAPc,Hydrolysis of Leucylleucine in the small intestine for cellular uptake,,5
LEUabc,L-leucine transport via ABC system,,5
LEUabcpp,L-leucine transport via ABC system (periplasm),,5
LEUt2r,L leucine reversible transport via proton symport,,5
LEUtex,L-leucine transport via diffusion (extracellular to periplasm),,5
LGTHL,Lactoylglutathione lyase,,5
LIPO1S24_BS,Lipoteichoic acid synthesis  n24   linked  glucose substituted,,5
LIPO2S24_BS,Lipoteichoic acid synthesis  n24   linked  N acetylglucosamine substituted,,5
LIPO3S24_BS,Lipoteichoic acid synthesis  n24   unliked  D alanine substituted,,5
LIPO4S24_BS,Lipoteichoic acid synthesis  n24   linked  unsubstituted,,5
LLEUDr,L leucine dehydrogenase,,5
LTHRK,L threonine kinase,,5
LYSDC,Lysine decarboxylase,,5
LYSGLUGLYtr,Tripeptide transport,,5
LYSabc,L-lysine transport via ABC system,,5
LYSabcpp,L-lysine transport via ABC system (periplasm),,5
LYSt3r,L lysine transport out via proton antiport reversible,,5
LYStex,L-lysine transport via diffusion (extracellular to periplasm),,5
M1PD,Mannitol-1-phosphate 5-dehydrogenase,,5
MAL6PG,Maltose 6  phosphate glucosidase,,5
MALDtex,D-Malate transport via diffusion (extracellular to periplasm),,5
MALT,Alpha glucosidase,,5
MALTabc,Maltose transport via ABC system,,5
MALTt2,Maltose transport in via proton symport,,5
MAN6PI,Mannose-6-phosphate isomerase,,5
MANGLYCtex,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),,5
MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,,5
MANt2,D mannose transport in via proton symport,,5
MCBTFUexs,Mycobactin Fe loading reaction  spontaneous,,5
MCTP1App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),,5
MCTP2App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),,5
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",,5
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",,5
MDDCP3pp,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",,5
MDDCP4pp,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",,5
MDDCP5pp,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",,5
MDDEP1pp,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",,5
MDDEP2pp,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",,5
MDDEP3pp,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",,5
MDDEP4pp,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",,5
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,5
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,5
METSOX1abc,L-Methionine S-oxide transport via ABC system,,5
METSOX2abc,L-Methionine R-oxide transport via ABC system,,5
METSRabc,L methionine R oxide transport via ABC system,,5
METSabc,L methionine S oxide transport via ABC system,,5
MGSA,Methylglyoxal synthase,,5
MGt5,Magnesium transport in/out via permease (no H+),,5
MHPGLUT2,5-methyltetrahydropteroyltriglutamate methyltransferase,,5
MLDCP1App,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",,5
MLDCP1Bpp,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",,5
MLDCP2App,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",,5
MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",,5
MLDCP3App,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",,5
MLDEP1pp,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",,5
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",,5
MLTG1,Maltodextrin glucosidase (maltotriose),,5
MLTG2,Maltodextrin glucosidase (maltotetraose),,5
MLTGY1pp,Murein lytic transglycosylase (murein4p4p) (periplasm),,5
MLTGY2pp,Murein lytic transglycosylase (murein4p3p) (periplasm),,5
MLTGY4pp,Murein lytic transglycosylase (murein4px4p4p) (periplasm),,5
MMETtex,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),,5
MN6PP,Mannose 6-phosphate phosphatase,,5
MNLtex,Mannitol transport via diffusion (extracellular to periplasm),,5
MNabc,Manganese transport via ABC system,,5
MNt2,Manganese transport in via proton symport,,5
MNtex,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),,5
MSO3abc,Methanesulfonate transport via ABC system,,5
MSO3abcpp,Methanesulfonate transport via ABC system (periplasm),,5
MTAN,Methylthioadenosine nucleosidase,,5
MTHFC,Methenyltetrahydrofolate cyclohydrolase,,5
MTHFC_1,Methenyltetrahydrofolate cyclohydrolase,,5
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),,5
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD,,5
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,,5
MYCTR2,MYCTR2,,5
NADH5,NADH dehydrogenase (ubiquinone-8 ),,5
NADHPO,NADH peroxidase,,5
NADK1,NAD kinase  GTP,,5
NADK2,NAD kinase  dATP,,5
NADK3,NAD kinase  dGTP,,5
NADK4,NAD kinase  dCTP,,5
NADK5,NAD kinase  dTTP,,5
NADKd,NAD kinase dTTP,,5
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),,5
NADS1,NAD synthase (nh3),,5
NAPRT,NAPRTase (rev),,5
NBAHH_ir,Nalpha-(beta-alanyl)-L-histidine hydrolase IR,,5
NDP3,Nucleoside diphosphatase  GDP,,5
NDP7,Nucleoside diphosphatase  UDP,,5
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),,5
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),,5
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),,5
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),,5
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),,5
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),,5
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),,5
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),,5
NH3c,Ammomnium proton dissociation,,5
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),,5
NH4tpp,Ammonia reversible transport (periplasm),,5
NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),,5
NI2tex,Nickel transport via diffusion (extracellular to periplasm),,5
NI2uabcpp,"Nickel transport via ABC system (uptake, periplasm)",,5
NIabc,Nickel transport via ABC system,,5
NNATr,Nicotinate-nucleotide adenylyltransferase,,5
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),,5
NOS1_1,Nitric Oxide Synthase (intermediate forming),,5
NOS3,N-omega-Hydroxyarginine NADPH oxygen oxidoreductase,,5
NOX,NADH oxidase,,5
NTD10,5'-nucleotidase (XMP),,5
NTD2,5'-nucleotidase (UMP),,5
NTD4,5'-nucleotidase (CMP),,5
NTD7,5'-nucleotidase (AMP),,5
NTD9,5'-nucleotidase (GMP),,5
NTP3,Nucleoside-triphosphatase (GTP),,5
NTP5,Nucleoside-triphosphatase (CTP),,5
NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),,5
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),,5
NTPP11_1,Nucleoside triphosphate pyrophosphorylase (xtp),,5
NTPP1_1,Nucleoside triphosphate pyrophosphorylase (dgtp),,5
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),,5
NTPP2_1,Nucleoside triphosphate pyrophosphorylase (gtp),,5
NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),,5
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),,5
NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),,5
NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),,5
NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),,5
NTPP8_1,Nucleoside triphosphate pyrophosphorylase (utp),,5
OCBT_1,Ornithine carbamoyltransferase,,5
OCTAtex,Octanoate transport via diffusion (extracellular to periplasm),,5
OCTDPS,Octaprenyl pyrophosphate synthase,,5
OIVD3,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),,5
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,,5
ORPT,Orotate phosphoribosyltransferase,,5
OXFOtex,Oxalate:Formate antiporter (extracellular to periplasm),,5
PA160abcpp,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",,5
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",,5
PACCOAE,"Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)",,5
PACCOAL,Phenylacetate-CoA ligase,,5
PANTS,Pantothenate synthase,,5
PAP_BS,Phosphatidic acid phosphatase,,5
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",,5
PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",,5
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",,5
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",,5
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",,5
PEPA,MNXR86162,,5
PERD,Erythronate 4-phosphate (4per) dehydrogenase,,5
PFK,Phosphofructokinase,,5
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",,5
PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",,5
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",,5
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",,5
PGCD,Phosphoglycerate dehydrogenase,,5
PGI,Glucose-6-phosphate isomerase,,5
PGI1c,"Glucose-6-phosphateisomerase,glycosome",,5
PGLYCP,Phosphoglycolate phosphatase,,5
PGLYCP_1,Phosphoglycolate phosphatase,,5
PGMT,Phosphoglucomutase,,5
PGMT_2,,,5
PGPP181pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",,5
PGSA181,Phosphatidylglycerol synthase (n-C18:1),,5
PHEabc,,,5
PHEt2r,L phenylalanine reversible transport via proton symport,,5
PItex,Phosphate transport via diffusion (extracellular to periplasm),,5
PMANM,Phosphomannomutase,,5
PNTK,Pantothenate kinase,,5
PNTK_1,Pantothenate kinase,,5
PNTOtex,Pantothenate transport via diffusion (extracellular to periplasm),,5
PPAKr,Propionate kinase,,5
PPAtex,Propionate transport via diffusion,,5
PPCDC,Phosphopantothenoylcysteine decarboxylase,,5
PPDD,Propanediol dehydratase,,5
PPM2,Phosphopentomutase 2 (deoxyribose),,5
PPND,Prephenate dehydrogenase,,5
PPNDH,Prephenate dehydratase,,5
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",,5
PPRDNDH,Piperideine dehydrogenase,,5
PPTGS_BS,Peptidoglycan subunit synthesis,,5
PRAIS_1,Phosphoribosylaminoimidazole synthetase,,5
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,,5
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,,5
PROGLYabcpp,L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm),,5
PROHISGLUtr,Tripeptide Opp3 transport,,5
PROtex,L-proline transport via diffusion (extracellular to periplasm),,5
PRPPS,Phosphoribosylpyrophosphate synthetase,,5
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,,5
PSD161,Phosphatidylserine decarboxylase (n-C16:1),,5
PSD180,Phosphatidylserine decarboxylase (n-C18:0),,5
PTHRP,Phospho-threonine phosphatase,,5
PUNP1,Purine-nucleoside phosphorylase (Adenosine),,5
PUNP3,Purine-nucleoside phosphorylase (Guanosine),,5
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),,5
PUNP5,Purine-nucleoside phosphorylase (Inosine),,5
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),,5
PYDXK_1,Pyridoxal kinase,,5
PYDXPP,Pyridoxal 5-phosphate phosphatase,,5
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),,5
PYNP2r_1,Pyrimidine-nucleoside phosphorylase (uracil),,5
PYRtex,Pyruvate transport via diffusion (extracellular to periplasm),,5
QMO2,Quinol monooxygenase (Ubiquinol-8),,5
QULNS,Quinolinate synthase,,5
RBFK,Riboflavin kinase,,5
RBFSb,Riboflavin synthase,,5
RECOAH2,3 hydroxyacyl Coa dehydratase   3R  3 hydroxyhexanoyl CoA,,5
RECOAH3,3 hydroxyacyl Coa dehydratase   3R  3 hydroxyoctanoyl CoA,,5
REPHACCOAI,"Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",,5
RHA40tex,R 3 Hydroxy acid transport diffusion C40  extracellular to periplasm,,5
RIBFLVt2,Riboflavin transport in via proton symport,,5
RPE,Ribulose 5-phosphate 3-epimerase,,5
RPI,Ribose-5-phosphate isomerase,,5
RU5PS,Ribulose-5-P Synthetase,,5
S6PG,Salicin 6 phosphate glucohydrolase,,5
SADT,Sulfate adenylyltransferase,,5
SALCHS2FEexs,Salmochelin s2 Fe III sequestration,,5
SALCHS4FEexs,Salmochelin S4 Fe III binding spontaneous,,5
SERGLUGLNtr,Tripeptide transport,,5
SHCHF_2,Sirohydrochlorin ferrochetalase,,5
SMIA2abc,Siderophore Mediated Iron Acquisition: Staphyloferrin B transport via ABC,,5
SO3tex,Sulfite transport via diffusion (extracellular to periplasm),,5
SO4t2,Sulfate transport in via proton symport,,5
SPMDabc,Spermidine transport via ABC system,,5
SPMDt3i,Spermidine transport in via proton antiport,,5
SPODM,Superoxide dismutase,,5
SPP,Sucrose-phosphate phosphatase,,5
SUCBZS,O-succinylbenzoate-CoA synthase,,5
SUCR,Sucrose hydrolyzing enzyme,,5
SUCRt2,Sucrose transport in via proton symport,,5
SULFACabcpp,Sulfoacetate transport via ABC system (periplasm),,5
SULabc,Sulfate transport via ABC system,,5
SULabcpp,Sulfate transport via ABC system (periplasm),,5
St,Sulfur diffusion,,5
TALA,Transaldolase,,5
TAURabc,Taurine transport via ABC system,,5
TAURabcpp,Taurine transport via ABC system (periplasm),,5
TDP,Thiamin pyrophosphatase,,5
TECA1S45,Glycerol teichoic acid  n45   unlinked  unsubstituted,,5
TECA2S45,Glycerol teichoic acid  n45   unlinked  D ala substituted,,5
TECA3S45,Glycerol teichoic acid  n45   unlinked  glucose substituted,,5
TGBPA,Tagatose-bisphosphate aldolase,,5
THRS,Threonine synthase,,5
THRS_2,Threonine synthase,,5
THRabc,L-threonine transport via ABC system,,5
THRabcpp,L-threonine transport via ABC system (periplasm),,5
THRt2r,L threonine reversible transport via proton symport,,5
TKT1,Transketolase,,5
TKT2,Transketolase,,5
TMDPK_1,Thiamine diphosphokinase,,5
TMDS,Thymidylate synthase,,5
TMPPP,Thiamine-phosphate diphosphorylase,,5
TNTHAC1,2 4 6 dinitrotoluene meisenheimer dihydrideTNT derived hydroxylamines condensation,,5
TNTHAC2,2 4 6 dinitrotoluene meisenheimer dihydrideTNT derived hydroxylamines condensation,,5
TNTR1,TNT nitroreductase 4 Hydroxylamino 2 6 dinitrotoluene,,5
TNTR1x,TNT nitroreductase 4 Hydroxylamino 2 6 dinitrotoluene,,5
TNTR2,TNT nitroreductase 2 Hydroxylamino 4 6 dinitrotoluene,,5
TNTR2x,TNT nitroreductase 2 Hydroxylamino 4 6 dinitrotoluene,,5
TNTR3,TNT nitroreductase Meisenheimer monohydride complex forming,,5
TNTtex,Trinitrotoluene transport via diffusion  extracellular to periplasm  irreversible,,5
TNTtpp,Trinitrotoluene transport via diffusion  periplasm to cytosol  irreversible,,5
TPI,Triose-phosphate isomerase,,5
TRE6PH,Trehalose-6-phosphate hydrolase,,5
TRPS3,Tryptophan synthase (indoleglycerol phosphate),,5
TRPabc,,,5
TRPt2r,L tryptophan reversible transport via proton symport,,5
TRSARr,Tartronate semialdehyde reductase,,5
TSULtex,Thiosulfate transport via diffusion (extracellular to periplasm),,5
TTDCAtexi,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),,5
TTDCEAtexi,Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),,5
TYRabc,,,5
TYRt2r,L tyrosine reversible transport via proton symport,,5
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",,5
UAG2E,UDP-N-acetylglucosamine 2-epimerase,,5
UAG2EMA,UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis),,5
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,5
UAGPT2,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,5
UAGPT2_1,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,5
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,5
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,,5
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,,5
UGT_BS,UDP glucosyltransferase  diglucosyl,,5
UMPK,UMP kinase,,5
UPP3MT_2,Uroporphyrinogen methyltransferase,,5
UPPRT,Uracil phosphoribosyltransferase,,5
UREA,Urease,,5
UREA_1,Urease,,5
URIC,Uricase,,5
URIDK2r,Uridylate kinase (dUMP),,5
URIH,Uridine hydrolase,,5
URIK1,Uridine kinase  ATPUridine,,5
URIK2,Uridine kinase (GTP:Uridine),,5
URIK3,Uridine kinase (ITP:Uridine),,5
URIt2,Uridine transport in via proton symport,,5
VALabc,L-valine transport via ABC system,,5
VALabcpp,L-valine transport via ABC system (periplasm),,5
VALt2r,L valine reversible transport via proton symport,,5
VALtex,L-valine transport via diffusion (extracellular to periplasm),,5
XPPT,Xanthine phosphoribosyltransferase,,5
XYLI2,Xylose isomerase,,5
ZN2abcpp,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",,5
ZN2t4,Zinc transport out via antiport,,5
ZNabc,Zinc transport via ABC system,,5
ZNabcpp,Zinc (Zn+2) transport via ABC system (periplasm),,5
Zn2tex,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),,5
r2465_1,Cation Diffusion Facilitator (Cdf) Tcdb:2.A.4.2.3,,5
13PPDH2_1,"1,3-propanediol dehydrogenase",,6
2HXMPt6,2  hydroxymethyl phenol transport inout via proton symport,,6
2MAHMP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,,6
2PGLYCt6,2 Phosphoglycolate transport inout via proton symport,,6
3AMPt6,3  AMP transport inout via proton symport,,6
3GMPtex_1,3GMP transport via diffusion (extracellular to cytoplasm),,6
3NUCLE3,3  nucleotidase  3  cMP,,6
3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),,6
3UMPt6,3  UMP transport in via proton symport,,6
4HALDD,Aldehyde dehydrogenase  4 hydroxyphenylacetaldehyde  NAD,,6
4HPRODCtex,Cis 4 hydroxy L proline transport  extracellular,,6
4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),,6
ABG4t2,,,6
ADADir,Deoxycytidine kinase,,6
ADPGLC,ADPglucose diphosphatase,,6
ADPRDP,ADPribose diphosphatase,,6
ADPRDP_1,ADPribose diphosphatase,,6
AEPtex,AEP transport via diffusion extracellular to periplasm,,6
AIRC1,Phosphoribosylaminoimidazole carboxylase  ATP dependent,,6
