reaction_id,reaction_name,distance_from_PHB,flux,abs_flux,capacity_bound,flux_to_capacity_ratio,bottleneck_score
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",6,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",5,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
DAPE,Diaminopimelate epimerase,4,0.003864649886496374,0.003864649886496374,1000.0,3.864649886496374e-06,7.520218105736228e-10
DHDPS,Dihydrodipicolinate synthase,4,0.0038646498864947985,0.0038646498864947985,1000.0,3.864649886494799e-06,7.520218105730098e-10
DHDPRy,Dihydrodipicolinate reductase (NADPH),4,0.0038646498864947985,0.0038646498864947985,1000.0,3.864649886494799e-06,7.520218105730098e-10
ASPK,Aspartate kinase,5,0.003864649886494798,0.003864649886494798,1000.0,3.864649886494798e-06,7.520218105730095e-10
ASAD,Aspartate-semialdehyde dehydrogenase,5,-0.0038646498864947977,0.0038646498864947977,1000.0,3.864649886494798e-06,7.520218105730094e-10
MGt5,Magnesium transport in/out via permease (no H+),5,-0.003352583776535604,0.003352583776535604,1000.0,3.3525837765356042e-06,5.659387136834958e-10
KAS3,B-ketoacyl synthetase (Iso-C15:0),4,0.0030917199091970997,0.0030917199091970997,1000.0,3.0917199091970996e-06,4.812939587671188e-10
FACOAL150_ISO,Fatty acid  CoA ligase  Iso C150,5,0.0030917199091970997,0.0030917199091970997,1000.0,3.0917199091970996e-06,4.812939587671188e-10
FE3t,"Ferric iron uptake, plasma membrane",5,0.0030175186313763686,0.0030175186313763686,1000.0,3.0175186313763688e-06,4.584690740665467e-10
