,minimum,maximum
ECOAH1,0.0,0.0
ECOAH1_1,0.0,-7.015445931831709e-15
FRD2,0.0,-2.4999343100914084e-13
FRD3,0.0,4.9238679647628106e-14
FRDx,0.0,2.538822925629276e-13
FUMAC,0.0,1.3661113455890609e-14
PTAr,-10.0,4.346657813190928
PROAKGOX1,0.0,7.110897061508334e-15
POR_syn,4.364183266930638,4.364183266931637
PHHL,0.0,-1.0930797938300821e-14
PDHbr,0.0,-3.780913367259566e-13
PDH,0.0,1.7706220764940142e-13
PBUTT,-10.0,0.0
OXDHCOAT,0.0,0.7361266046921715
SLCYSS,0.0,4.4116120635561735e-15
SDPDS,0.0,10.00000000000002
SERAT,0.0,1.1176643238490145e-14
SHSL1,0.0,0.0
SHSL2,0.0,0.0
SHSL2r,0.0,0.0
SHSL3,0.0,7.358576487902572e-15
PTRCAT1,0.0,2.9986097546803255e-14
SUCD2,4.917215582115944,4.917215582116059
SUCD1,8.074355350585022e-14,0.0
SUCCt2_2pp,0.0,9.999999999999995
SUCBZT1,-6.187755765845572e-15,1.1869346512362704e-15
SSCOARy,-9.263873395307272,-9.26387339530769
SSALy,0.0,1.5557201097612252e-14
SSALx,0.0,-1.336276729995702e-14
SUCOAS,-10.0,5.123324479857607
THPAT,-10.000000000000002,-1.9458777472493716e-14
TARTRt7,9.99999999999991,10.0
TARTRt7pp,0.0,10.0
THDPS,0.0,10.0
ACOAD1,0.0,8.154677491314798e-15
ACOAD1fr,0.0,1.422697284596072e-15
ACOAM,0.0,4.346657813191497
SHSL4r,0.0,1.904557774826868e-13
ACODA,0.0,-8.988015955985199e-15
ACOXT,0.0,0.0
ACSERHS,0.0,-3.162433891289729e-14
ACS,0.0,4.346657813191374
ACS_1,0.0,4.3466578131917215
ACTD2,0.0,4.2477676068655405e-15
3OXCOAT,0.7361266046926678,0.7361266046923483
AABTN,0.0,2.2803798733197705e-14
AACLAM,0.0,4.346657813191927
ACACT2r,-4.917215582115997,-4.917215582115983
ACACT3r,-4.917215582116026,-4.917215582115978
ACACT4r,-4.9172155821159205,-4.91721558211598
ACACT5r,0.0,-1.265016471236575e-15
ACACT5r_1,-4.9172155821159205,-4.9172155821160635
ACACT6r_1,-4.917215582115852,-4.917215582116046
ACACT7r,9.170188668257531e-14,-2.292482001895508e-14
ACACT8r,0.0,0.0
ACACt2pp,9.999999999999568,9.999999999999998
ACCOAC,0.0,3.462031262221845e-14
ACGS,0.0,5.213334802595531e-15
ACKr,-4.346657813191853,10.0
ACLDC,-3.559937961950249e-13,1.7110355955241283e-14
ACHBS,0.0,-1.3175024219303032e-14
ACGK,0.0,2.200012569566503e-14
ACGAptspp,0.0,6.497020995324001e-15
ACGApts,0.0,-6.094887951970895e-15
ACGAMK,0.0,-6.094887951970896e-15
ACALDtpp,0.0,0.0
ACALDt,-4.866753212069041e-14,-1.0715054684561457e-14
ACACtex,9.999999999998638,10.0
ABUTt2r,9.263873395307705,9.263873395308131
ABUTD,0.0,0.0
ABTA,9.263873395307703,9.263873395307822
AACPS6,0.0,8.999751984317144e-15
AACPS5,0.0,-2.0943371092968708e-14
AACPS4,0.0,-5.861926110054402e-16
AACPS3,0.0,5.850841511145091e-15
ACONTb,0.0,0.0
ACONTa,0.0,0.0
ACONT,0.0,0.0
ACONCt4pp,0.0,-5.6748139373291786e-15
ACOADH2,2.4586077910579514,2.4586077910579895
ACOAD7,-7.403780897620141e-16,-1.9891288763874215e-14
ACOAD6,3.5211536761284132e-15,-2.2746332135591484e-12
ACOAD5_1,4.917215582115982,4.917215582115936
ACOAD4_1,4.917215582116056,4.917215582115979
ACOAD3,4.917215582116056,4.917215582115979
ACOAD2,-4.917215582115895,-4.91721558211599
ACMANApts,0.0,3.384716339846499e-15
ACM6PH,0.0,3.273096959133146e-15
ACLS_d,0.0,4.1518365787165224e-13
ACLS_a,0.0,4.5304437314374663e-13
ACLS,0.7186011509513374,0.7186011509540403
AEPPYRTA,0.0,-1.5973409557272083e-14
