gene_id,growth,growth_fraction_of_wt,classification,status
MPDKNC_04209,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02418,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_02830,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01828,0.4453701529337646,1.0000000000000007,non-essential,optimal
MPDKNC_01559,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02828,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02949,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_01390,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_02823,0.44537015293376453,1.0000000000000007,non-essential,optimal
MPDKNC_00381,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_00423,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_00773,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03450,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_04385,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03847,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03482,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_04092,0.44537015293376464,1.0000000000000009,non-essential,optimal
MPDKNC_01470,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03657,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_02873,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_04186,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_01967,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03970,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_00486,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_02196,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_01088,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_02334,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03282,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03441,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_00101,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03123,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_03894,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_01426,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_02812,0.4453701529337647,1.0000000000000009,non-essential,optimal
MPDKNC_02376,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_04156,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03661,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03971,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02191,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03735,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00957,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03124,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03738,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00613,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00840,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02469,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03430,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_04383,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00699,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03527,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00428,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02267,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02921,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03764,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00249,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03850,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01366,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01327,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02548,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03510,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01623,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00414,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03346,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03349,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00407,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03574,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01605,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_04095,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00549,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01433,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_04164,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01970,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01648,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02416,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01930,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00388,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03618,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02855,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00575,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00885,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01425,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03597,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02381,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01493,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03089,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03360,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03226,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03570,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01985,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03395,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01639,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03577,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03399,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01747,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02745,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01498,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02643,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01706,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01829,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_00680,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03329,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_01897,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02865,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_02427,0.44537015293376475,1.000000000000001,non-essential,optimal
MPDKNC_03338,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_04358,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00135,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01298,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_02292,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03217,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00559,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00576,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03732,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03131,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03270,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00543,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01895,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01740,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_04243,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03210,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01739,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01995,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_02189,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01726,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00104,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_02338,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_02894,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03859,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01742,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01929,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00322,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03440,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_02892,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03967,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03969,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_03993,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00077,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01603,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00444,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00809,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03754,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03945,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00264,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_01013,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03265,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00605,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_04060,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00512,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02552,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02844,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_01526,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02827,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00400,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03305,0.4453701529337648,1.0000000000000013,non-essential,optimal
MPDKNC_00572,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_01318,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02826,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03766,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_01871,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03831,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00014,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_04446,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02893,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03864,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03070,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00731,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00102,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02413,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_02972,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_00449,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03556,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_01862,0.44537015293376486,1.0000000000000013,non-essential,optimal
MPDKNC_03030,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_02276,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01656,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_03462,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_00602,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01225,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01241,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_04398,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_03962,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01530,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_02756,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01265,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_00555,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_02930,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_01608,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_01775,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01016,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_01578,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_01372,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_03762,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_00374,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_02832,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_00506,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_02987,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_03169,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_00491,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_03262,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_01590,0.445370152933765,1.0000000000000016,non-essential,optimal
MPDKNC_01574,0.4453701529337649,1.0000000000000016,non-essential,optimal
MPDKNC_01969,0.44537015293376503,1.0000000000000018,non-essential,optimal
MPDKNC_04175,0.44537015293376503,1.0000000000000018,non-essential,optimal
MPDKNC_04176,0.4453701529337651,1.0000000000000018,non-essential,optimal
MPDKNC_00029,0.44537015293376503,1.0000000000000018,non-essential,optimal
MPDKNC_03034,0.44537015293376514,1.000000000000002,non-essential,optimal
MPDKNC_02681,0.44537015293376514,1.000000000000002,non-essential,optimal
MPDKNC_00446,0.44537015293376514,1.000000000000002,non-essential,optimal
MPDKNC_04182,0.4453701529337652,1.0000000000000022,non-essential,optimal
MPDKNC_00136,0.4453701529337652,1.0000000000000022,non-essential,optimal
MPDKNC_04038,0.4453701529337652,1.0000000000000022,non-essential,optimal
MPDKNC_03220,0.4453701529337652,1.0000000000000022,non-essential,optimal
MPDKNC_02453,0.4453701529337654,1.0000000000000027,non-essential,optimal
MPDKNC_00746,0.4453701529337655,1.0000000000000027,non-essential,optimal
MPDKNC_01287,0.4453701529337658,1.0000000000000036,non-essential,optimal
MPDKNC_03236,0.4453701529337663,1.0000000000000047,non-essential,optimal
MPDKNC_02808,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03355,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_04113,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_01411,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_00946,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_04202,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02609,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02692,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03473,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02072,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03606,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02870,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02265,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03558,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_00584,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_01058,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_01291,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02520,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02192,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_00707,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03834,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_01424,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02882,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03198,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_00431,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03988,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03091,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_00841,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_01365,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03356,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_02454,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_03233,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_01808,0.4453701529337664,1.0000000000000049,non-essential,optimal
MPDKNC_04140,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_01971,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_02710,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_04316,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_00263,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_01779,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_01462,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_03951,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_00420,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_00266,0.44537015293376697,1.0000000000000062,non-essential,optimal
MPDKNC_03250,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_03781,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_03110,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_04183,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_02425,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_01293,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_01809,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_00008,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_02553,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_00922,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_00265,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_02614,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_00824,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_03134,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_03301,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_03094,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_01552,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_01810,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_01927,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_01343,0.44537015293376725,1.0000000000000067,non-essential,optimal
MPDKNC_02642,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_00434,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_00281,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_03619,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_03439,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_02358,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_03737,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_03753,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_03598,0.44537015293376986,1.0000000000000127,non-essential,optimal
MPDKNC_00679,0.4453701529337721,1.0000000000000175,non-essential,optimal
MPDKNC_02686,0.4453701529337721,1.0000000000000175,non-essential,optimal
MPDKNC_03288,0.4453701529337721,1.0000000000000175,non-essential,optimal
MPDKNC_01892,0.445370152933879,1.0000000000002576,non-essential,optimal
MPDKNC_03968,0.4453701529338965,1.0000000000002969,non-essential,optimal
MPDKNC_02085,0.445370152934147,1.0000000000008593,non-essential,optimal
