minimum,maximum,reaction_id,flux_span,direction_class
0.0,10.000000000000002,ALATHRtex,10.000000000000002,forward_only
0.0,10.0,ALATHRtr,10.0,forward_only
0.0,0.01846087149672874,ALATRPabcpp,0.01846087149672874,forward_only
0.0,0.018460871496729005,ALATRPtex,0.018460871496729005,forward_only
0.0,12.241818181818235,ALAabc,12.241818181818235,forward_only
0.0,18.633809523809425,ALAabcpp,18.633809523809425,forward_only
0.0,176.3773514851485,ALAt2pp,176.3773514851485,forward_only
0.0,19.999999999999982,ALAt2r,19.999999999999982,forward_only
0.0,20.0,ALAt4,20.0,forward_only
-10.0,10.000000000000004,ALAtex,20.000000000000004,bidirectional
0.0,186.3773514851484,ALAtpp,186.3773514851484,forward_only
-10.0,26.999999999998657,ALCD19,36.99999999999866,bidirectional
-10.0,27.0,ALCD19y,37.0,bidirectional
0.0,0.0,ALCD2ir,0.0,blocked
-10.0,10.00000000000001,ALCD2x,20.00000000000001,bidirectional
0.0,0.0,ALCD2y,0.0,blocked
0.0,9.999999999999893,ALDD1,9.999999999999893,forward_only
0.0,10.0,ALDD19xr,10.0,forward_only
0.0,10.000000000000007,ALDD20x,10.000000000000007,forward_only
0.0,10.000000000000002,ALDD20y,10.000000000000002,forward_only
0.0,22.888333333333303,ALDD2x,22.888333333333303,forward_only
0.0,22.888333333333314,ALDD2y,22.888333333333314,forward_only
0.0,9.234074074074023,ALDD3,9.234074074074023,forward_only
0.0,9.999999999999991,ALDD31_1,9.999999999999991,forward_only
0.0,9.234074074074027,ALDD3y,9.234074074074027,forward_only
0.0,5.726557377049162,ALDD4,5.726557377049162,forward_only
0.0,6.460588235294124,ALDD6,6.460588235294124,forward_only
0.0,18.63380952380946,ALKP,18.63380952380946,forward_only
0.0,6.027499999999973,ALLTAMH,6.027499999999973,forward_only
0.0,3.5457971014492684,ALLTN,3.5457971014492684,forward_only
0.0,4.821999999999989,ALPHNH,4.821999999999989,forward_only
0.0,15.136060606060585,ALR2,15.136060606060585,forward_only
0.0,15.136060606060568,ALR3,15.136060606060568,forward_only
0.0,15.13606060606056,ALR4x,15.13606060606056,forward_only
0.0,10.0,ALTRH,10.0,forward_only
0.0,2.07042328043139,AM3PA,2.07042328043139,forward_only
0.0,2.0704232804232783,AM4PA,2.0704232804232783,forward_only
0.0,11.291111111111105,AMANAPEr,11.291111111111105,forward_only
0.0,8.592222222222187,AMANK,8.592222222222187,forward_only
0.0,0.0,AMANK_1,0.0,blocked
0.0,10.000000000000005,AMID4,10.000000000000005,forward_only
0.0,0.0,AMID_1,0.0,blocked
0.0,3.2412788324069543e-05,AMMQLT8,3.2412788324069543e-05,forward_only
0.0,3.2412788324098634e-05,AMMQT8_2,3.2412788324098634e-05,forward_only
0.0,18.6338095238103,AMPD2,18.6338095238103,forward_only
0.0,5.426666666666636,AMPEP1,5.426666666666636,forward_only
0.0,6.412380952380925,AMPEP10,6.412380952380925,forward_only
0.0,5.155333333333321,AMPEP11,5.155333333333321,forward_only
0.0,6.870753968253946,AMPEP12,6.870753968253946,forward_only
0.0,5.854782608695814,AMPEP13,5.854782608695814,forward_only
0.0,1.7777011494252744,AMPEP14,1.7777011494252744,forward_only
0.0,3.124444444444432,AMPEP15,3.124444444444432,forward_only
0.0,7.7588888888888645,AMPEP16,7.7588888888888645,forward_only
0.0,5.016115288220535,AMPEP17,5.016115288220535,forward_only
0.0,6.338412698412646,AMPEP18,6.338412698412646,forward_only
0.0,9.999999999999995,AMPEP2,9.999999999999995,forward_only
0.0,6.477119741100325,AMPEP3,6.477119741100325,forward_only
0.0,9.076796116504836,AMPEP4,9.076796116504836,forward_only
0.0,8.310666666666727,AMPEP5,8.310666666666727,forward_only
0.0,8.207111111111097,AMPEP6,8.207111111111097,forward_only
0.0,4.482898550724617,AMPEP7,4.482898550724617,forward_only
0.0,7.758888888888822,AMPEP8,7.758888888888822,forward_only
0.0,1.7777011494252823,AMPEP9,1.7777011494252823,forward_only
0.0,4.482898550724631,AMPTASEAH,4.482898550724631,forward_only
0.0,8.207111111111097,AMPTASEAL,8.207111111111097,forward_only
0.0,10.000000000000002,AMPTASEAT,10.000000000000002,forward_only
0.0,0.01846087149672881,AMPTASEATRP,0.01846087149672881,forward_only
0.0,9.076796116504855,AMPTASECG,9.076796116504855,forward_only
0.0,6.477119741100276,AMPTASEGGLN,6.477119741100276,forward_only
0.0,7.758888888888838,AMPTASEGGLU,7.758888888888838,forward_only
0.0,1.7777011494252826,AMPTASEGM,1.7777011494252826,forward_only
0.0,9.16578431372545,AMPTASEGS,9.16578431372545,forward_only
0.0,4.617146666666666,AMPTASEHG,4.617146666666666,forward_only
0.0,3.0059548611111047,AMPTASEHH,3.0059548611111047,forward_only
0.0,5.15533333333332,AMPTASEPG,5.15533333333332,forward_only
-1.8416174116975294e-31,2.070423280423268,ANHMK,2.070423280423268,forward_only
0.0,0.018403568513709605,ANPRT,0.018403568513709605,forward_only
0.0,0.018385410275201283,ANS,0.018385410275201283,forward_only
0.0,0.018403568513709615,ANS2,0.018403568513709615,forward_only
0.0,0.01840356851370963,ANSN,0.01840356851370963,forward_only
0.0,12.888333333333074,AP4AH,12.888333333333074,forward_only
0.0,12.888333333333241,AP4AS,12.888333333333241,forward_only
0.0,10.0,APATi,10.0,forward_only
0.0,6.444166666666692,APG3PAT160,6.444166666666692,forward_only
0.0,2.577666666666667,APG3PAT161,2.577666666666667,forward_only
0.0,1.9828205128205096,APG3PAT180,1.9828205128205096,forward_only
0.0,1.2218891491022639,APG3PAT181,1.2218891491022639,forward_only
0.0,0.00014505660520116974,APRAUR,0.00014505660520116974,forward_only
0.0,6.412380952380925,APRTO2,6.412380952380925,forward_only
0.0,12.446033562166296,APSR,12.446033562166296,forward_only
0.0,9.999999999999996,APTA1i,9.999999999999996,forward_only
0.0,3.965641025641465,APTNAT,3.965641025641465,forward_only
0.0,5.0,ARABRr,5.0,forward_only
0.0,10.000000000000002,ARBTpts,10.000000000000002,forward_only
0.0,4.999999999999998,ARBabc,4.999999999999998,forward_only
0.0,5.0,ARBt2r,5.0,forward_only
0.0,4.103555555555554,ARGDC,4.103555555555554,forward_only
0.0,12.888333333333271,ARGDI_1,12.888333333333271,forward_only
0.0,12.88833333333331,ARGDr,12.88833333333331,forward_only
0.0,6.0275000000000105,ARGN_1,6.0275000000000105,forward_only
1.326459966291843e-32,14.318071895424811,ARGSL,14.318071895424811,forward_only
0.0,14.318071895424811,ARGSS,14.318071895424811,forward_only
0.0,4.617146666666662,ARGabc,4.617146666666662,forward_only
0.0,5.532011834319509,ARGt2r,5.532011834319509,forward_only
-10.0,9.396927680427325e-13,ASAD,10.00000000000094,backward_only
0.0,10.269285714285635,ASNN,10.269285714285635,forward_only
0.0,8.592222222222206,ASNS1,8.592222222222206,forward_only
0.0,6.412380952380941,ASNabc,6.412380952380941,forward_only
0.0,8.592222222222208,ASNt4,8.592222222222208,forward_only
0.0,0.00018348180974660518,ASP1DC,0.00018348180974660518,forward_only
0.0,0.10705066032238897,ASPCT,0.10705066032238897,forward_only
0.0,0.0,ASPCT_2,0.0,blocked
-2.0587545472450127e-15,10.0,ASPK,10.000000000000002,forward_only
0.0,37.33266932270919,ASPO1,37.33266932270919,forward_only
0.0,7.75420189818812,ASPO6,7.75420189818812,forward_only
-10.0,41.53234177215188,ASPTA,51.53234177215188,bidirectional
-10.0,41.800336391437305,ASPTA6,51.800336391437305,bidirectional
0.0,7.4811111111110975,ASPabc,7.4811111111110975,forward_only
0.0,10.0,ASPt2_2pp,10.0,forward_only
0.0,10.000000000001602,ASPt2pp,10.000000000001602,forward_only
0.0,9.999999999999996,ASPt2r,9.999999999999996,forward_only
-10.0,0.0,ASPtpp,10.0,backward_only
-6.027500000000009,3.5457971014492684,ATAH_1,9.573297101449278,bidirectional
-10.0,0.0,ATHRDHr,10.0,backward_only
0.0,8.59222222222219,ATPHs,8.59222222222219,forward_only
0.0,3.1559493670885965,ATPPRT,3.1559493670885965,forward_only
0.0,18.63380952380945,ATPX5P,18.63380952380945,forward_only
0.0,8.416250000000016,BALAALAabcpp,8.416250000000016,forward_only
0.0,8.416249999999973,BALAALAtex,8.416249999999973,forward_only
0.0,8.41624999999997,BALABALAabcpp,8.41624999999997,forward_only
0.0,8.416249999999971,BALABALAtex,8.416249999999971,forward_only
0.0,9.076796116504822,BALAGLYabcpp,9.076796116504822,forward_only
0.0,9.07679611650484,BALAGLYtex,9.07679611650484,forward_only
0.0,8.207111111111098,BALALEUabcpp,8.207111111111098,forward_only
0.0,8.207111111111093,BALALEUtex,8.207111111111093,forward_only
0.0,0.00018721587726356625,BALAMDAH,0.00018721587726356625,forward_only
0.0,0.0001872184300617405,BALAt2pp,0.0001872184300617405,forward_only
0.0,0.0001872184300472424,BALAt2r,0.0001872184300472424,forward_only
0.0,0.00018721843004724235,BALAtex,0.00018721843004724235,forward_only
0.0,10.000000000000016,BDH,10.000000000000016,forward_only
0.0,10.0,BETALDHx,10.0,forward_only
0.0,10.0,BETALDHy,10.0,forward_only
-10.0,9.706166666666658,BGLA,19.706166666666658,bidirectional
0.0,9.706166666666654,BGLA1,9.706166666666654,forward_only
0.0,19.589999999999982,BGLK,19.589999999999982,forward_only
0.0,9.999999999987395,BG_CELLB,9.999999999987395,forward_only
0.0,10.0,BG_MADG,10.0,forward_only
0.0,10.0,BG_MBDG,10.0,forward_only
0.0,10.000000000000004,BHBtpp,10.000000000000004,forward_only
0.0,0.00018713938660606605,BLAMDabcpp,0.00018713938660606605,forward_only
0.0,0.00018713938662118546,BLAMDtex,0.00018713938662118546,forward_only
0.0,8.592222222222178,BPNT_1,8.592222222222178,forward_only
-2.734378276790975e-05,4.179999999999991,BSCT,4.180027343782759,bidirectional
0.0,0.0,BTDD_RR,0.0,blocked
0.0,176.3773514851485,BTNTe,176.3773514851485,forward_only
0.0,18.633809523809447,BTNt,18.633809523809447,forward_only
0.0,176.37735148514847,BTNt2i,176.37735148514847,forward_only
0.0,0.0,BTS3r,0.0,blocked
0.0,32.888333333333335,BUTCT,32.888333333333335,forward_only
0.0,31.100317460321804,BUTCT2,31.100317460321804,forward_only
-10.0,10.000000000000004,BUTKr,20.000000000000004,bidirectional
0.0,5.726557377049171,BUTSO3abcpp,5.726557377049171,forward_only
0.0,5.726557377049194,BUTSO3tex,5.726557377049194,forward_only
0.0,7.694166666666649,BUTt2rpp,7.694166666666649,forward_only
0.0,7.694166666666647,BUTt4pp,7.694166666666647,forward_only
0.0,7.694166666666647,BUTtex,7.694166666666647,forward_only
0.0,0.0,BZDH,0.0,blocked
-4.180000000000039,3.217974135939201e-05,BZt,4.180032179741398,bidirectional
0.0,0.0,C4HP,0.0,blocked
0.0,6.888571428571212,CA2abc1,6.888571428571212,forward_only
0.0,0.0,CA2tex,0.0,blocked
0.0,0.00018681354322700125,CARNabcpp,0.00018681354322700125,forward_only
0.0,0.00018681354323967986,CARNtex,0.00018681354323967986,forward_only
0.0,20.00001179674631,CAT,20.00001179674631,forward_only
0.0,9.336996996996968,CAt4,9.336996996996968,forward_only
0.0,4.658452380952354,CBPS,4.658452380952354,forward_only
0.0,0.0,CBPS_1,0.0,blocked
0.0,18.633809523809482,CD2abc1,18.633809523809482,forward_only
0.0,18.63380952380952,CD2abcpp,18.63380952380952,forward_only
0.0,176.3773514851484,CD2t3pp,176.3773514851484,forward_only
0.0,93.1886757425742,CD2t4,93.1886757425742,forward_only
0.0,93.18867574257425,CD2t4pp,93.18867574257425,forward_only
0.0,176.37735148514847,CD2t5,176.37735148514847,forward_only
0.0,176.3773514851484,CD2t6,176.3773514851484,forward_only
0.0,176.3773514851484,CD2tex,176.3773514851484,forward_only
0.0,176.3773514851485,CD2tpp,176.3773514851485,forward_only
0.0,6.444166666666642,CDGUNPD,6.444166666666642,forward_only
0.0,6.065098039215693,CDPMEK,6.065098039215693,forward_only
0.0,18.633809523809404,CDPPH,18.633809523809404,forward_only
0.0,8.59222222222219,CDPPT160,8.59222222222219,forward_only
0.0,9.70616666666667,CELBpts,9.70616666666667,forward_only
0.0,9.706166666666668,CELBt2,9.706166666666668,forward_only
0.0,7.196218487394927,CELLBabc,7.196218487394927,forward_only
0.0,9.706166666666661,CELLBpts_2,9.706166666666661,forward_only
0.0,4.573999999999983,CGLYabcpp,4.573999999999983,forward_only
0.0,10.000000000000005,CHLabc,10.000000000000005,forward_only
0.0,10.0,CHOLD,10.0,forward_only
0.0,3.156326530612232,CHORM,3.156326530612232,forward_only
0.0,5.211818181818182,CHORS,5.211818181818182,forward_only
0.0,9.336996996996964,CITt14,9.336996996996964,forward_only
0.0,176.37735148514847,CITt3pp,176.37735148514847,forward_only
0.0,91.13380952380939,CITt4pp_1,91.13380952380939,forward_only
0.0,176.3773514851484,CITtupp,176.3773514851484,forward_only
0.0,0.0,CLtex,0.0,blocked
0.0,10.0,CMCBTFexs,10.0,forward_only
