time_h,biomass_gL,glucose_mM,ammonium_mM,PHB_mM
16.7,78.28417595457579,20.0,1.0,0.0
16.75,80.02744772543493,20.0,1.0,0.0
16.8,81.8095395570537,20.0,1.0,0.0
16.85,83.63131591425197,20.0,1.0,0.0
16.9,85.49366051219107,20.0,1.0,0.0
16.95,87.39747674505016,20.0,1.0,0.0
17.0,89.34368812424854,20.0,1.0,0.0
17.05,91.33323872642669,20.0,1.0,0.0
17.1,93.36709365140291,20.0,1.0,0.0
17.15,95.44623949032822,20.0,1.0,0.0
17.2,97.57168480426623,20.0,1.0,0.0
17.25,99.74446061343026,20.0,1.0,0.0
17.3,101.9656208973152,20.0,1.0,0.0
