knockouts,n_knockouts,max_growth,min_PHB_at_max_growth
AMPEP6,1,0.44537015293376436,0.0
AMPEP5,1,0.44537015293376436,0.0
AMPEP4,1,0.44537015293376436,0.0
APRTO2,1,0.44537015293376436,0.0
APRAUR,1,0.44537015293376436,0.0
APG3PAT181,1,0.44537015293376436,0.0
APG3PAT180,1,0.44537015293376436,0.0
APG3PAT161,1,0.44537015293376436,0.0
APG3PAT160,1,0.44537015293376436,0.0
APATi,1,0.44537015293376436,0.0
AP4AS,1,0.44537015293376436,0.0
AP4AH,1,0.44537015293376436,0.0
ANSN,1,0.44537015293376436,0.0
ANS2,1,0.44537015293376436,0.0
ANS,1,0.44537015293376436,0.0
ANPRT,1,0.44537015293376436,0.0
ANHMK,1,0.44537015293376436,0.0
AMPTASEPG,1,0.44537015293376436,0.0
AMPTASEHH,1,0.44537015293376436,0.0
ASNN,1,0.44537015293375715,0.0
ARGt2r,1,0.44310557126324335,0.0
ARGabc,1,0.44537015293376436,0.0
ARGSS,1,0.44537015293376436,0.0
ARGSL,1,0.44537015293376436,0.0
ARGN_1,1,0.44537015293376436,0.0
ARGDr,1,0.44537015293376436,0.0
ARGDI_1,1,0.44537015293376436,0.0
ARGDC,1,0.44537015293376436,0.0
ARBt2r,1,0.44537015293376436,0.0
ARBabc,1,0.44537015293376436,0.0
ARBTpts,1,0.44537015293376436,0.0
ARABRr,1,0.44537015293376436,0.0
APTNAT,1,0.44537015293376436,0.0
APTA1i,1,0.44537015293376436,0.0
APSR,1,0.44537015293376436,0.0
ATAH_1,1,0.44537015293376403,0.0
ASPtpp,1,0.44537015293376403,0.0
ASPt2r,1,0.44537015293376403,0.0
ASPt2pp,1,0.44537015293376403,0.0
ASPt2_2pp,1,0.44537015293376403,0.0
ASPabc,1,0.44537015293376403,0.0
ASPTA6,1,0.4453701529337642,0.0
ASPTA,1,0.44537015293376403,0.0
ASPO6,1,0.44537015293376403,0.0
ASPO1,1,0.4453701529337539,0.0
ASPCT_2,1,0.44537015293376586,0.0
ASPCT,1,0.44537015293376586,0.0
ASP1DC,1,0.44537015293376686,0.0
ASNt4,1,0.4435228992341164,0.0
ASNabc,1,0.44537015293376586,0.0
ASNS1,1,0.44537015293376586,0.0
BALAtex,1,0.44537015293376403,0.0
BALAt2r,1,0.44537015293376403,0.0
BALAt2pp,1,0.44537015293376403,0.0
BALAMDAH,1,0.44537015293376403,0.0
BALALEUtex,1,0.44537015293376403,0.0
BALALEUabcpp,1,0.44537015293376403,0.0
BALAGLYtex,1,0.44537015293376403,0.0
BALAGLYabcpp,1,0.44537015293376403,0.0
BALABALAtex,1,0.44537015293376403,0.0
BALABALAabcpp,1,0.44537015293376403,0.0
BALAALAtex,1,0.44537015293376403,0.0
BALAALAabcpp,1,0.44537015293376403,0.0
ATPX5P,1,0.44537015293376403,0.0
ATPPRT,1,0.44537015293376403,0.0
ATPHs,1,0.44537015293376403,0.0
ATHRDHr,1,0.44537015293376403,0.0
BTNTe,1,0.44537015293376403,0.0
BTDD_RR,1,0.44537015293376686,0.0
BSCT,1,0.44536656190617735,0.0
BPNT_1,1,0.44537015293376403,0.0
BLAMDtex,1,0.44537015293376403,0.0
BLAMDabcpp,1,0.44537015293376403,0.0
BHBtpp,1,0.44537015293376403,0.0
BG_MBDG,1,0.44537015293376403,0.0
BG_MADG,1,0.44537015293376403,0.0
BG_CELLB,1,0.44537015293376403,0.0
BGLK,1,0.44537015293376403,0.0
BGLA1,1,0.44537015293376403,0.0
BGLA,1,0.44537015293376403,0.0
BETALDHy,1,0.44537015293376403,0.0
BETALDHx,1,0.44537015293376403,0.0
BDH,1,0.44537015293376403,0.0
CA2tex,1,0.44537015293376403,0.0
CA2abc1,1,0.44537015293376403,0.0
C4HP,1,0.445370152933764,0.0
BZt,1,0.44536656190617735,0.0
BZDH,1,0.44537015293376403,0.0
BUTtex,1,0.44537015293376403,0.0
BUTt4pp,1,0.44537015293376403,0.0
BUTt2rpp,1,0.44537015293376403,0.0
BUTSO3tex,1,0.44537015293376403,0.0
BUTSO3abcpp,1,0.44537015293376403,0.0
BUTKr,1,0.44537015293376403,0.0
BUTCT2,1,0.44537015293376403,0.0
BUTCT,1,0.44537015293376403,0.0
BTS3r,1,0.44537015293376403,0.0
BTNt2i,1,0.44537015293376403,0.0
BTNt,1,0.44537015293376403,0.0
CDGUNPD,1,0.4453701529337639,0.0
CD2tpp,1,0.4453701529337639,0.0
CD2tex,1,0.4453701529337639,0.0
CD2t6,1,0.4453701529337639,0.0
CD2t5,1,0.4453701529337639,0.0
CD2t4pp,1,0.4453701529337639,0.0
CD2t4,1,0.4453701529337639,0.0
CD2t3pp,1,0.4453701529337639,0.0
CD2abcpp,1,0.4453701529337639,0.0
CD2abc1,1,0.4453701529337639,0.0
CBPS_1,1,0.4453701529337639,0.0
CBPS,1,0.4453701529337639,0.0
CAt4,1,0.4453701529337639,0.0
CAT,1,0.44537015293376403,0.0
CARNtex,1,0.44537015293376403,0.0
CARNabcpp,1,0.44537015293376403,0.0
CMCBTFexs,1,0.44537015293376314,0.0
CLtex,1,0.44537015293376314,0.0
CITtupp,1,0.44537015293376314,0.0
CITt4pp_1,1,0.44537015293376314,0.0
CITt3pp,1,0.44537015293376114,0.0
CHORS,1,0.44537015293376325,0.0
CHORM,1,0.44537015293376325,0.0
CHOLD,1,0.44537015293376325,0.0
CHLabc,1,0.44537015293376325,0.0
CGLYabcpp,1,0.44537015293376325,0.0
CELLBpts_2,1,0.44537015293376325,0.0
CELLBabc,1,0.44537015293376325,0.0
CELBt2,1,0.44537015293376325,0.0
CELBpts,1,0.44537015293376325,0.0
CDPPT160,1,0.44537015293376325,0.0
CDPPH,1,0.44537015293376336,0.0
CRO4t3pp,1,0.44537015293376314,0.0
CRO4t3,1,0.44537015293376314,0.0
CRO4abcpp,1,0.44537015293376314,0.0
CPPPGO,1,0.44537015293376314,0.0
CPGNexs,1,0.44537015293376314,0.0
COt_1,1,0.44537015293376314,0.0
COabc,1,0.44537015293376153,0.0
COBALTt5,1,0.4453693834229746,0.0
COBALTt4pp,1,0.44537015293376314,0.0
COBALT2tex,1,0.44537015293376314,0.0
COBALT2t3pp,1,0.44537015293376314,0.0
COBALT2abcpp,1,0.44537015293376314,0.0
CO2tpp,1,0.44537015293376314,0.0
CO2tex,1,0.44537015293376314,0.0
CO2t,1,0.44537015293376314,0.0
CMPDAi,1,0.44537015293376314,0.0
CYSTL,1,0.44537015293376364,0.0
CYSTGL,1,0.44537015293376364,0.0
CYSS_2,1,0.44537015293376364,0.0
CYSS,1,0.44537015293376364,0.0
CYSK2_I,1,0.44537015293376364,0.0
CYSGL,1,0.44537015293376364,0.0
CYSDS,1,0.44537015293376364,0.0
CYS,1,0.4453701529337636,0.0
CU2abcpp,1,0.44537015293376314,0.0
CTPS2,1,0.44537015293376314,0.0
CTPS1,1,0.44537015293376314,0.0
CTECOAI8,1,0.44537015293376314,0.0
CTECOAI7,1,0.44537015293376314,0.0
CTECOAI6,1,0.44537015293376314,0.0
CS,1,0.44537015293376314,0.0
CRO4tex,1,0.44537015293376314,0.0
CYTK1,1,0.4398447742118035,0.0
CYTDtex,1,0.44537015293376475,0.0
CYTDt2,1,0.44537015293376386,0.0
CYTDK2,1,0.44537015293376386,0.0
CYTDK1,1,0.44537015293376425,0.0
CYTDH,1,0.44537015293376425,0.0
CYTD,1,0.44537015293376425,0.0
CYTB_B3,1,0.4453701529337641,0.0
CYTB_B2,1,0.44537015293376403,0.0
CYTBD2pp,1,0.44537015293376403,0.0
CYStpp,1,0.44537015293376403,0.0
CYSabcpp,1,0.44537015293376403,0.0
CYSabc2pp,1,0.44537015293376403,0.0
CYSabc,1,0.44537015293376403,0.0
CYST_II,1,0.44537015293376403,0.0
CYSTS,1,0.44537015293376364,0.0
DAGK_BS,1,0.4453701529337635,0.0
DAGK160,1,0.4453701529337635,0.0
DAGK,1,0.4453701529337635,0.0
DADNK_1,1,0.4453701529337635,0.0
DADNK,1,0.4453701529337635,0.0
DADK,1,0.4453701529337635,0.0
DACL,1,0.4453701529337635,0.0
DABAAT2,1,0.4453701529337635,0.0
DAAOP,1,0.4453701529337635,0.0
D5KGPA,1,0.4453701529337635,0.0
D5KGK,1,0.4453701529337635,0.0
Cut1,1,0.4453701529337635,0.0
Cotpp,1,0.4453701529337635,0.0
Cobalt2abcppI,1,0.4453701529337634,0.0
CYTOM,1,0.44537015293376386,0.0
CYTK2,1,0.44537015293376403,0.0
DB4PS,1,0.4453701529337622,0.0
DATPHs,1,0.4453701529337622,0.0
DASYN181,1,0.4453701529337622,0.0
DASYN180,1,0.4453701529337622,0.0
DASYN161,1,0.4453701529337622,0.0
DASYN160,1,0.445370152933763,0.0
DAPDC,1,0.44537015293376364,0.0
DAPDA,1,0.44537015293376364,0.0
DAPAT,1,0.44537015293376364,0.0
DALAt2r,1,0.4453701529337635,0.0
DALAt2pp,1,0.4453701529337635,0.0
DALAOX,1,0.4453701529337635,0.0
DALALEUD,1,0.4453701529337635,0.0
DALAGLYD,1,0.4453701529337635,0.0
DALADALAD,1,0.4453701529337635,0.0
DALAALAD,1,0.4453701529337635,0.0
DHAD2,1,0.4453701529337612,0.0
DHAD1,1,0.4453701529337612,0.0
DHACOAH,1,0.4453701529337612,0.0
DH23t,1,0.4453701529337612,0.0
DGUNC,1,0.4453701529337612,0.0
DGNSK_1,1,0.4453701529337612,0.0
DGNSK,1,0.4453701529337612,0.0
DGK1,1,0.4453701529337612,0.0
DDPA,1,0.4453701529337612,0.0
DDGLK,1,0.4453701529337612,0.0
DDGLCNt2r,1,0.4453701529337612,0.0
DDCAtexi,1,0.4453701529337636,0.0
DCYTt2,1,0.4451518852418354,0.0
DCYTD,1,0.4451518852418348,0.0
DCMPDA,1,0.4453701529337622,0.0
DCAtex,1,0.4453701529337622,0.0
DHQS,1,0.44537015293376386,0.0
DHPTDCs2,1,0.44537015293376386,0.0
DHPS,1,0.44537015293376386,0.0
DHPPDA,1,0.44537015293376386,0.0
DHPACCOAHIT,1,0.44537015293376386,0.0
DHORTS,1,0.44537015293376386,0.0
DHORDi,1,0.44537015293376386,0.0
DHNPA_1,1,0.44537015293376386,0.0
DHNCOAT,1,0.44537015293376386,0.0
DHNCOAS,1,0.44537015293376386,0.0
DHFS,1,0.44537015293377036,0.0
DHBSZ3FEexs,1,0.4453701529337612,0.0
DHBD,1,0.4453701529337612,0.0
DHAPT,1,0.4453701529337612,0.0
DHAK,1,0.4453701529337612,0.0
DHAD3,1,0.4453701529337612,0.0
DNMPPA,1,0.4453701529337641,0.0
DNADDP,1,0.4453701529337641,0.0
DMPPS,1,0.44537015293376425,0.0
DM1PE,1,0.44537015293376386,0.0
DKMD2K,1,0.44537015293376386,0.0
DKDID,1,0.44537015293376386,0.0
DIPEPabc8,1,0.44537015293376386,0.0
DIPEPabc3,1,0.44537015293376386,0.0
DIPEPabc15,1,0.44537015293376386,0.0
DIPEPabc14,1,0.44537015293376386,0.0
DIPEPabc13,1,0.44537015293376386,0.0
DIPEPabc12,1,0.44537015293376386,0.0
DIPEPabc10,1,0.44537015293376386,0.0
DIPEPabc1,1,0.44537015293376386,0.0
DINSK,1,0.44537015293376386,0.0
DHQTi,1,0.44537015293376386,0.0
ECOAH1,1,0.445370152933764,0.0
E4PD,1,0.44537015293376336,0.0
DUTPDP,1,0.4453701529337641,0.0
DURIPP_1,1,0.44537015293376436,0.0
DURIPP,1,0.4451518852418362,0.0
DURIK1,1,0.44537015293376386,0.0
DSERtex,1,0.4453701529337641,0.0
DSERt2pp,1,0.4453701529337641,0.0
DSERt2,1,0.4453701529337641,0.0
DSERDHr,1,0.4453701529337641,0.0
DRPA,1,0.4451518852418362,0.0
DRIBabc,1,0.4453701529337641,0.0
DRBK,1,0.4453701529337641,0.0
DPR,1,0.4453701529337775,0.0
DNTPPA,1,0.4453701529337641,0.0
DNTAep,1,0.4453701529337641,0.0
ETOHtex,1,0.44537015293376325,0.0
ETHSO3tex,1,0.44537015293376325,0.0
ETHSO3abcpp,1,0.4453701529337648,0.0
ENO,1,0.2725898013494772,0.0
EDA,1,0.4453701529337637,0.0
ECOAH9ir,1,0.4453701529337637,0.0
ECOAH8,1,0.44537015293376414,0.0
ECOAH7,1,0.44512404512891274,0.0
ECOAH6,1,0.44533014189855014,0.0
ECOAH5_1,1,0.44533014189854986,0.0
ECOAH5,1,0.4453701529337641,0.0
ECOAH4,1,0.4453301418985498,0.0
ECOAH3,1,0.4453701529337642,0.0
ECOAH2c,1,0.4453701529337645,0.0
ECOAH2,1,0.44533014189855036,0.0
ECOAH1_1,1,0.4453701529337641,0.0
FACOAL160t2pp,1,0.4453701529337635,0.0
FACOAL160,1,0.44537015293376375,0.0
FACOAL141t2pp,1,0.44537015293376325,0.0
FACOAL140t2pp,1,0.4453701529337642,0.0
FACOAL140,1,0.44537015293376325,0.0
FACOAL120t2pp,1,0.44537015293376325,0.0
FACOAL100t2pp,1,0.44537015293376325,0.0
FACOAE180,1,0.44537015293376325,0.0
FACOAE161,1,0.44537015293376325,0.0
FACOAE160,1,0.44537015293376325,0.0
FACOAE140,1,0.44537015293376325,0.0
FACOAE120,1,0.44537015293376325,0.0
FA80ACPHi,1,0.44537015293376325,0.0
F6PP,1,0.44537015293376325,0.0
F1PP,1,0.44537015293376325,0.0
ETOHtrpp,1,0.44537015293376325,0.0
FCLT_2,1,0.4453701529337644,0.0
FBP,1,0.4453701529337644,0.0
FBA3,1,0.4453701529337644,0.0
FBA2,1,0.4453701529337644,0.0
FBA,1,0.4453701529337644,0.0
FAS140,1,0.4453701529337635,0.0
FALDep,1,0.4309717903017477,0.0
FADMQOR,1,0.4453701529337708,0.0
FADH2D,1,0.4453701529337636,0.0
FACOAL80t2pp,1,0.4453701529337636,0.0
FACOAL60t2pp,1,0.4453701529337636,0.0
FACOAL181t2pp,1,0.4453701529337636,0.0
FACOAL181,1,0.4453701529337636,0.0
FACOAL180t2pp,1,0.44537015293376386,0.0
FACOAL161t2pp,1,0.4453701529337636,0.0
FACOAL161,1,0.4453701529337636,0.0
FE3Gabcpp,1,0.4453701529337644,0.0
FE3DCITexs,1,0.4453701529337644,0.0
FE2tex,1,0.4453701529337644,0.0
FE2t4pp,1,0.4453701529337644,0.0
FE2t3pp,1,0.4453701529337641,0.0
FE2t,1,0.44531848618964814,0.0
FE2abcpp,1,0.4453701529337644,0.0
FE2abc,1,0.4453701529337644,0.0
FE2Gabcpp,1,0.4453701529337644,0.0
FDMO6,1,0.4453701529337644,0.0
FDMO4_1,1,0.4453701529337644,0.0
FDMO4,1,0.4453701529337644,0.0
FDMO3_1,1,0.4453701529337644,0.0
FDMO3,1,0.4453701529337644,0.0
FDMO,1,0.4453701529337644,0.0
FDH,1,0.4453701529337644,0.0
