glucose_uptake,o2_uptake,nh4_uptake,PHB_flux_output
17.265625,3.41796875,8.7890625,3.249419431623061
13.671875,4.78515625,1.2109375,2.979387727091109
2.265625,4.78515625,1.2109375,2.979387727091035
13.671875,9.66796875,1.2109375,3.8690143814839364
13.671875,4.78515625,6.2890625,2.979387727091044
13.671875,9.66796875,6.2890625,3.8690143814839804
2.265625,4.78515625,6.2890625,2.97938772709112
2.265625,9.66796875,1.2109375,3.869014381484028
2.265625,9.66796875,6.2890625,3.8690143814839524
3.671875,17.28515625,6.2109375,3.9379815139088015
12.265625,17.28515625,6.2109375,3.937981513908715
3.671875,22.16796875,6.2109375,3.937981513908138
3.671875,17.28515625,1.2890625,3.937981513908745
3.671875,22.16796875,1.2890625,3.937981513908569
12.265625,17.28515625,1.2890625,3.937981513908661
12.265625,22.16796875,6.2109375,3.937981513908667
12.265625,22.16796875,1.2890625,3.9379815139086074
4.921875,6.34765625,0.5859375,3.2365739052935676
16.015625,6.34765625,0.5859375,3.236573905293544
4.921875,8.10546875,0.5859375,3.5713953338649578
4.921875,6.34765625,0.6640625,3.236573905293496
4.921875,8.10546875,0.6640625,3.571395333865062
16.015625,6.34765625,0.6640625,3.2365739052934197
16.015625,8.10546875,0.5859375,3.5713953338649014
16.015625,8.10546875,0.6640625,3.5713953338650506
14.921875,18.84765625,5.5859375,3.9379815139086967
6.015625,18.84765625,5.5859375,3.937981513908699
14.921875,20.60546875,5.5859375,3.9379815139087064
14.921875,18.84765625,5.6640625,3.937981513908714
14.921875,20.60546875,5.6640625,3.937981513909066
6.015625,18.84765625,5.6640625,3.9379815139087713
6.015625,20.60546875,5.5859375,3.9379815139086687
6.015625,20.60546875,5.6640625,3.937981513908714
19.921875,0.09765625,3.0859375,2.939302864547988
11.015625,0.09765625,3.0859375,2.9393028645479355
19.921875,14.35546875,3.0859375,3.937981513908627
19.921875,0.09765625,8.1640625,2.9393028645479506
19.921875,14.35546875,8.1640625,3.9379815139086496
11.015625,0.09765625,8.1640625,2.939302864548045
11.015625,14.35546875,3.0859375,3.9379815139082512
11.015625,14.35546875,8.1640625,3.937981513908697
9.921875,12.59765625,8.0859375,3.9379815139087486
1.015625,12.59765625,8.0859375,3.9379815139087007
9.921875,1.85546875,8.0859375,3.312803294626012
9.921875,12.59765625,3.1640625,3.9379815139086904
9.921875,1.85546875,3.1640625,3.3128032946259776
1.015625,12.59765625,3.1640625,3.9379815139086864
1.015625,1.85546875,8.0859375,3.3128032946261574
1.015625,1.85546875,3.1640625,3.312803294625986
7.421875,3.22265625,6.8359375,3.2779337349263513
3.515625,3.22265625,6.8359375,3.277933734926281
7.421875,4.98046875,6.8359375,2.9693567254946456
7.421875,3.22265625,1.9140625,3.277933734926354
7.421875,4.98046875,1.9140625,2.9693567254946576
3.515625,3.22265625,1.9140625,3.277933734926362
3.515625,4.98046875,6.8359375,2.9693567254946225
3.515625,4.98046875,1.9140625,2.969356725494656
17.421875,15.72265625,1.8359375,3.937981513908642
13.515625,15.72265625,1.8359375,3.9379815139087575
17.421875,17.48046875,1.8359375,3.9379815139087953
17.421875,15.72265625,6.9140625,3.9379815139087073
17.421875,17.48046875,6.9140625,3.937981513908751
13.515625,15.72265625,6.9140625,3.937981513908626
13.515625,17.48046875,1.8359375,3.937981513908667
13.515625,17.48046875,6.9140625,3.9379815139087273
12.421875,9.47265625,9.3359375,3.8318120005315954
